,Unnamed: 0,Unnamed: 0.1,CDSCode,School,District,County,Street,City,Zip,State,Latitude,Longitude,type,grade_0,grade_1,grade_2,grade_3,grade_4,grade_5,grade_6,grade_7,grade_8,grade_9,grade_10,grade_11,grade_12,Kindergarten Enrollment,Grade 1 Enrollment,Grade 2 Enrollment,Grade 3 Enrollment,Grade 4 Enrollment,Grade 5 Enrollment,Grade 6 Enrollment,Grade 7 Enrollment,Grade 8 Enrollment,Ungraded Elementary Enrollmnet,Grade 9 Enrollment,Grade 10 Enrollment,Grade 11 Enrollment,Grade 12 Enrollment,Ungraded Secondary Enrollment,Total Enrollment,sw_rank_2108,sw_rank_2017,sw_rank_2016,ss_rank_2018_,ss_rank_2017,ss_rank_2016,nodeID,parcel_id_school
547,547,547,7617626004428,Oakley Elementary,Oakley Union Elementary,Contra Costa,501 Norcross Lane,Oakley,94561-2189,CA,37.995067,-121.71617,public,1,1,1,1,1,1,0,0,0,0,0,0,0,80.0,69.0,55.0,61.0,76.0,68.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,409.0,1.0,2.0,2.0,,1.0,1.0,57818946,587106
548,548,548,7617626096234,Gehringer Elementary,Oakley Union Elementary,Contra Costa,100 Simoni Ranch Road,Oakley,94561-2713,CA,37.976086,-121.69874,public,1,1,1,1,1,1,0,0,0,0,0,0,0,161.0,120.0,120.0,124.0,126.0,132.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,783.0,6.0,6.0,6.0,,6.0,5.0,57822814,536765
549,549,549,7617626108765,O'Hara Park Middle,Oakley Union Elementary,Contra Costa,1100 O'Hara Avenue,Oakley,94561-3502,CA,37.989192,-121.71395,public,0,0,0,0,0,0,1,1,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,291.0,316.0,267.0,0.0,0.0,0.0,0.0,0.0,0.0,874.0,2.0,3.0,4.0,,1.0,2.0,57818945,570601
550,550,550,7617626110803,Laurel Elementary,Oakley Union Elementary,Contra Costa,1141 Laurel Road,Oakley,94561-5906,CA,37.983197,-121.71741000000002,public,1,1,1,1,1,1,0,0,0,0,0,0,0,86.0,74.0,64.0,78.0,81.0,79.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,462.0,4.0,5.0,5.0,,1.0,1.0,57818935,555849
551,551,551,7617626110811,Vintage Parkway Elementary,Oakley Union Elementary,Contra Costa,1000 Vintage Parkway,Oakley,94561-3161,CA,38.00421400000001,-121.71969,public,1,1,1,1,1,1,0,0,0,0,0,0,0,89.0,93.0,84.0,82.0,87.0,94.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,529.0,6.0,4.0,5.0,,3.0,4.0,4933303158,611930
552,552,552,7617626119226,Delta Vista Middle,Oakley Union Elementary,Contra Costa,4901 Frank Hengel Way,Oakley,94561-3712,CA,37.993624,-121.68954,public,0,0,0,0,0,0,1,1,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,255.0,251.0,264.0,0.0,0.0,0.0,0.0,0.0,0.0,770.0,3.0,4.0,4.0,,4.0,3.0,4296251411,582691
553,553,553,7617706004444,Del Rey Elementary,Orinda Union Elementary,Contra Costa,25 El Camino Moraga,Orinda,94563-4117,CA,37.846605,-122.15395,public,1,1,1,1,1,1,0,0,0,0,0,0,0,82.0,66.0,63.0,69.0,82.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,434.0,10.0,10.0,10.0,,9.0,8.0,57811305,689431
554,554,554,7617706004451,Glorietta Elementary,Orinda Union Elementary,Contra Costa,15 Martha Road,Orinda,94563-3558,CA,37.872372,-122.1624,public,1,1,1,1,1,1,0,0,0,0,0,0,0,79.0,54.0,93.0,78.0,84.0,67.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,455.0,10.0,10.0,10.0,,8.0,7.0,57898470,703486
555,555,555,7617706004477,Orinda Intermediate,Orinda Union Elementary,Contra Costa,80 Ivy Drive,Orinda,94563-4244,CA,37.851205,-122.14544,public,0,0,0,0,0,0,1,1,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,276.0,293.0,306.0,0.0,0.0,0.0,0.0,0.0,0.0,875.0,10.0,10.0,10.0,,9.0,9.0,57811305,691315
556,556,556,7617706004501,Sleepy Hollow Elementary,Orinda Union Elementary,Contra Costa,20 Washington Lane,Orinda,94563-1325,CA,37.908065,-122.19876,public,1,1,1,1,1,1,0,0,0,0,0,0,0,70.0,59.0,58.0,61.0,70.0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,383.0,10.0,10.0,10.0,,8.0,9.0,2637705196,740995
557,557,557,7617706066583,Wagner Ranch Elementary,Orinda Union Elementary,Contra Costa,350 Camino Pablo,Orinda,94563-1602,CA,37.897925,-122.20855,public,1,1,1,1,1,1,0,0,0,0,0,0,0,79.0,59.0,59.0,59.0,71.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,391.0,10.0,10.0,10.0,,9.0,10.0,625202371,728784
558,558,558,7617880116863,Marina Vista Elementary,Pittsburg Unified,Contra Costa,50 East Eighth Street,Pittsburg,94565-2442,CA,38.029515,-121.88524,public,1,1,1,1,1,1,0,0,0,0,0,0,0,138.0,122.0,117.0,104.0,96.0,124.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,701.0,4.0,4.0,5.0,,7.0,9.0,3960088899,661467
559,559,559,7617880125435,Martin Luther King Jr. Junior High,Pittsburg Unified,Contra Costa,2012 Carion Court,Pittsburg,94565-4116,CA,38.015168,-121.86971,public,0,0,0,0,0,0,1,1,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,240.0,253.0,246.0,0.0,0.0,0.0,0.0,0.0,0.0,739.0,1.0,1.0,1.0,,5.0,7.0,57795484,641444
560,560,560,7617880730184,Black Diamond High (Continuation),Pittsburg Unified,Contra Costa,1131 Stoneman Avenue,Pittsburg,94565-5466,CA,38.003966,-121.87774,public,0,0,0,0,0,0,0,0,0,1,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8.0,96.0,117.0,0.0,222.0,,,,,,,57834147,615274
561,561,561,7617880735407,Pittsburg Senior High,Pittsburg Unified,Contra Costa,1750 Harbor Street,Pittsburg,94565-4615,CA,38.019548,-121.88137,public,0,0,0,0,0,0,0,0,0,1,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1100.0,865.0,813.0,633.0,10.0,3421.0,2.0,3.0,3.0,,5.0,6.0,57882562,650488
562,562,562,7617886004527,Heights Elementary,Pittsburg Unified,Contra Costa,163 Alturas Avenue,Pittsburg,94565-5883,CA,37.984035,-122.02181000000002,public,1,1,1,1,1,1,0,0,0,0,0,0,0,117.0,101.0,87.0,119.0,102.0,131.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,657.0,4.0,4.0,3.0,,4.0,6.0,5307630171,567060
563,563,563,7617886004535,Highlands Elementary,Pittsburg Unified,Contra Costa,4141 Harbor Street,Pittsburg,94565-6199,CA,37.99867,-121.88696000000002,public,1,1,1,1,1,1,0,0,0,0,0,0,0,97.0,78.0,95.0,91.0,67.0,105.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,533.0,3.0,3.0,4.0,,4.0,6.0,57906923,599077
564,564,564,7617886004543,Los Medanos Elementary,Pittsburg Unified,Contra Costa,610 Crowley Avenue,Pittsburg,94565-4798,CA,38.016486,-121.90046,public,1,1,1,1,1,1,0,0,0,0,0,0,0,136.0,124.0,118.0,125.0,120.0,126.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,749.0,6.0,7.0,7.0,,9.0,10.0,3960088872,645697
565,565,565,7617886004568,Parkside Elementary,Pittsburg Unified,Contra Costa,985 West 17th Street,Pittsburg,94565-3716,CA,38.022918,-121.89965,public,1,1,1,1,1,1,0,0,0,0,0,0,0,119.0,92.0,125.0,100.0,100.0,112.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,648.0,3.0,2.0,3.0,,2.0,4.0,3960088872,653866
566,566,566,7617886004576,Willow Cove Elementary,Pittsburg Unified,Contra Costa,1880 Hanlon Way,Pittsburg,94565-3835,CA,38.023106,-121.92675,public,1,1,1,1,1,1,0,0,0,0,0,0,0,142.0,105.0,108.0,114.0,94.0,132.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,695.0,2.0,1.0,3.0,,1.0,6.0,349352613,654162
567,567,567,7617886061162,Hillview Junior High,Pittsburg Unified,Contra Costa,333 Yosemite Drive,Pittsburg,94565-5285,CA,38.002377,-121.88838,public,0,0,0,0,0,0,1,1,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,310.0,342.0,326.0,0.0,0.0,0.0,0.0,0.0,0.0,978.0,1.0,1.0,3.0,,1.0,3.0,57906889,611816
568,568,568,7617886084966,Rancho Medanos Junior High,Pittsburg Unified,Contra Costa,2301 Range Road,Pittsburg,94565-5495,CA,38.015377,-121.91324,public,0,0,0,0,0,0,1,1,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,285.0,297.0,280.0,0.0,0.0,0.0,0.0,0.0,0.0,862.0,2.0,2.0,2.0,,7.0,7.0,57868439,642800
569,569,569,7617886098578,Foothill Elementary,Pittsburg Unified,Contra Costa,1200 Jensen Drive,Pittsburg,94565-6399,CA,37.996002,-121.87525,public,1,1,1,1,1,1,0,0,0,0,0,0,0,103.0,91.0,93.0,116.0,83.0,89.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,577.0,4.0,5.0,5.0,,8.0,9.0,57938477,595803
570,570,570,7617886109383,Stoneman Elementary,Pittsburg Unified,Contra Costa,2929 Loveridge Road,Pittsburg,94565-5132,CA,38.00660300000001,-121.87132,public,1,1,1,1,1,1,0,0,0,0,0,0,0,126.0,113.0,109.0,101.0,100.0,124.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,673.0,3.0,4.0,5.0,,6.0,9.0,2565663221,621490
571,571,571,7617960101477,Leadership Public Schools: Richmond,West Contra Costa Unified,Contra Costa,880 Bissell Avenue,Richmond,94801-2411,CA,37.93405900000001,-122.3611,public,0,0,0,0,0,0,0,0,0,1,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,150.0,149.0,125.0,124.0,0.0,548.0,6.0,6.0,8.0,,8.0,10.0,4180802424,448916
572,572,572,7617960110973,Richmond College Preparatory,West Contra Costa Unified,Contra Costa,214 South 11th Street,Richmond,94804-2474,CA,37.929277,-122.35899,public,1,1,1,1,1,1,1,1,0,0,0,0,0,88.0,58.0,62.0,61.0,60.0,51.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,436.0,8.0,6.0,6.0,,10.0,10.0,57905720,438605
573,573,573,7617960116319,Cameron,West Contra Costa Unified,Contra Costa,7140 Gladys Avenue,El Cerrito,94530-3108,CA,37.922037,-122.30687,public,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,57808643,420286
574,574,574,7617960126805,Richmond Charter Academy,West Contra Costa Unified,Contra Costa,1450 Marina Way South,Richmond,94804-1718,CA,37.911383,-122.35594,public,0,0,0,0,0,0,1,1,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,89.0,66.0,93.0,0.0,0.0,0.0,0.0,0.0,0.0,248.0,3.0,6.0,6.0,,10.0,10.0,57817056,400224
575,575,575,7617960129643,Richmond Charter Elementary-Benito Juarez,West Contra Costa Unified,Contra Costa,1450 Marina Way South,Richmond,94804-1534,CA,37.911377,-122.35497,public,1,1,1,1,1,1,0,0,0,0,0,0,0,101.0,79.0,96.0,58.0,78.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,465.0,5.0,5.0,4.0,,9.0,5.0,554079947,400754
576,576,576,7617960132100,Aspire Richmond Ca. College Preparatory Academy,West Contra Costa Unified,Contra Costa,3040 Hilltop Mall Road,Richmond,94806-1920,CA,37.97823,-122.32702,public,0,0,0,0,0,0,1,1,1,1,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,32.0,30.0,60.0,0.0,60.0,56.0,54.0,56.0,0.0,348.0,3.0,3.0,7.0,,3.0,5.0,57834061,561498
577,577,577,7617960132118,Aspire Richmond Technology Academy,West Contra Costa Unified,Contra Costa,3040 Hilltop Mall Road,Richmond,94806-1920,CA,37.977375,-122.32657,public,1,1,1,1,1,1,0,0,0,0,0,0,0,50.0,50.0,50.0,52.0,56.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,286.0,6.0,6.0,5.0,,5.0,2.0,4924867058,561673
578,578,578,7617960132233,John Henry High,West Contra Costa Unified,Contra Costa,1402 Marina Way South,Richmond,94804-2411,CA,37.912765,-122.35488,public,0,0,0,0,0,0,0,0,0,1,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.0,85.0,31.0,0.0,0.0,202.0,7.0,,,,,,554079947,404309
579,579,579,7617960133637,Summit Public School: Tamalpais,West Contra Costa Unified,Contra Costa,3020 Hilltop Mall Road,Richmond,94806-1920,CA,37.977933,-122.32721,public,0,0,0,0,0,0,0,1,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,117.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,117.0,5.0,6.0,,,,,57834061,561498
580,580,580,7617960135434,West County Mandarin,West Contra Costa Unified,Contra Costa,6028 Ralston Avenue,Richmond,94805-1202,CA,37.947859,-122.32128,public,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,57850671,482924
581,581,581,7617960136903,Voices College-Bound Language Academy at West Contra Costa County,West Contra Costa Unified,Contra Costa,1575 Mann Drive,Pinole,94564-2522,CA,37.997474,-122.30217,public,1,1,1,1,1,1,1,1,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,57819016,615838
582,582,582,7617960730291,Middle College High,West Contra Costa Unified,Contra Costa,2600 Mission Bell Drive,San Pablo,94806-3195,CA,37.968886,-122.34215,public,0,0,0,0,0,0,0,0,0,1,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.0,79.0,75.0,53.0,0.0,285.0,9.0,10.0,10.0,,10.0,10.0,417235703,538000
583,583,583,7617960730325,Vista High (Alternative),West Contra Costa Unified,Contra Costa,2625 Barnard Road,San Pablo,94806-2703,CA,37.968325,-122.32609,public,0,0,0,0,0,0,0,1,1,1,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,0.0,17.0,23.0,32.0,62.0,119.0,261.0,1.0,,,,,,57794127,536304
584,584,584,7617960730598,Hercules High,West Contra Costa Unified,Contra Costa,1900 Refugio Valley Road,Hercules,94547-1554,CA,37.99974,-122.25197,public,0,0,0,0,0,0,0,0,0,1,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,252.0,231.0,238.0,275.0,0.0,996.0,5.0,6.0,6.0,,2.0,3.0,57938995,625043
585,585,585,7617960732164,De Anza High,West Contra Costa Unified,Contra Costa,5000 Valley View Road,Richmond,94803-2599,CA,37.967737,-122.28509,public,0,0,0,0,0,0,0,0,0,1,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,356.0,343.0,344.0,288.0,0.0,1331.0,3.0,1.0,1.0,,1.0,1.0,57813770,534108
586,586,586,7617960732941,El Cerrito High,West Contra Costa Unified,Contra Costa,540 Ashbury Avenue,El Cerrito,94530-3299,CA,37.906601,-122.29484,public,0,0,0,0,0,0,0,0,0,1,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,361.0,360.0,383.0,356.0,0.0,1460.0,2.0,3.0,3.0,,1.0,1.0,57924648,740340
587,587,587,7617960733253,Greenwood Academy,West Contra Costa Unified,Contra Costa,831 Chanslor Avenue,Richmond,94801-3533,CA,37.932486,-122.36155,public,0,0,0,0,0,0,0,0,0,0,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,24.0,100.0,220.0,0.0,345.0,,,,,,,57905720,444080
588,588,588,7617960733659,John F. Kennedy High,West Contra Costa Unified,Contra Costa,4300 Cutting Boulevard,Richmond,94804-3399,CA,37.925364,-122.32931,public,0,0,0,0,0,0,0,0,0,1,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,249.0,211.0,244.0,211.0,0.0,915.0,1.0,1.0,1.0,,1.0,2.0,262294301,428698
589,589,589,7617960735316,Pinole Valley High,West Contra Costa Unified,Contra Costa,2900 Pinole Valley Road,Pinole,94564-1499,CA,37.990205,-122.28511,public,0,0,0,0,0,0,0,0,0,1,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,298.0,297.0,305.0,264.0,0.0,1164.0,1.0,4.0,2.0,,4.0,2.0,602408746,594567
590,590,590,7617960735902,Richmond High,West Contra Costa Unified,Contra Costa,1250 23rd Street,Richmond,94804-1091,CA,37.95198900000001,-122.34739,public,0,0,0,0,0,0,0,0,0,1,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,395.0,440.0,390.0,364.0,1.0,1590.0,1.0,1.0,1.0,,3.0,5.0,57926524,494161
591,591,591,7617966004600,Bayview Elementary,West Contra Costa Unified,Contra Costa,3001 16th Street,San Pablo,94806-2353,CA,37.974232,-122.34753,public,1,1,1,1,1,1,1,0,0,0,0,0,0,97.0,69.0,77.0,94.0,84.0,79.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,575.0,1.0,1.0,1.0,,1.0,2.0,289289218,552177
592,592,592,7617966004659,Collins Elementary,West Contra Costa Unified,Contra Costa,1224 Pinole Valley Road,Pinole,94564-1300,CA,38.001523,-122.28752,public,1,1,1,1,1,1,1,0,0,0,0,0,0,40.0,50.0,50.0,46.0,48.0,59.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,332.0,3.0,4.0,4.0,,2.0,3.0,57848401,623987
593,593,593,7617966004667,Coronado Elementary,West Contra Costa Unified,Contra Costa,2100 Maine Avenue,Richmond,94804-2798,CA,37.928004,-122.34944,public,1,1,1,1,1,1,1,0,0,0,0,0,0,83.0,60.0,48.0,59.0,82.0,57.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,443.0,1.0,1.0,2.0,,1.0,5.0,2479319737,435572
594,594,594,7617966004691,Dover Elementary,West Contra Costa Unified,Contra Costa,1870 19th Street,San Pablo,94806-4400,CA,37.958734,-122.35043,public,1,1,1,1,1,1,1,0,0,0,0,0,0,118.0,99.0,97.0,108.0,108.0,93.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,698.0,1.0,1.0,2.0,,1.0,3.0,57882738,513090
595,595,595,7617966004733,Ellerhorst Elementary,West Contra Costa Unified,Contra Costa,3501 Pinole Valley Road,Pinole,94564-1299,CA,37.98163,-122.27372,public,1,1,1,1,1,1,1,0,0,0,0,0,0,45.0,53.0,52.0,51.0,55.0,53.0,57.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,366.0,4.0,4.0,6.0,,1.0,3.0,57834915,576151
596,596,596,7617966004741,Highland Elementary,West Contra Costa Unified,Contra Costa,2829 Moyers Road,Richmond,94806-2728,CA,37.971527,-122.32688,public,1,1,1,1,1,1,1,0,0,0,0,0,0,75.0,68.0,75.0,77.0,66.0,63.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,484.0,5.0,5.0,6.0,,8.0,10.0,57859400,534800
597,597,597,7617966004758,Fairmont Elementary,West Contra Costa Unified,Contra Costa,724 Kearney Street,El Cerrito,94530-3108,CA,37.90686,-122.30438999999998,public,1,1,1,1,1,1,1,0,0,0,0,0,0,78.0,79.0,79.0,62.0,90.0,85.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,553.0,6.0,7.0,6.0,,5.0,4.0,262105569,740952
598,598,598,7617966004766,Ford Elementary,West Contra Costa Unified,Contra Costa,2711 Maricopa Avenue,Richmond,94804-1091,CA,37.950614,-122.34194,public,1,1,1,1,1,1,1,0,0,0,0,0,0,70.0,75.0,66.0,70.0,80.0,60.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,476.0,2.0,2.0,3.0,,3.0,6.0,57913750,490081
599,599,599,7617966004774,Grant Elementary,West Contra Costa Unified,Contra Costa,2400 Downer Avenue,Richmond,94804-1458,CA,37.942918,-122.34572,public,1,1,1,1,1,1,1,0,0,0,0,0,0,92.0,65.0,64.0,73.0,79.0,63.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,490.0,1.0,1.0,1.0,,2.0,2.0,57893936,469360
600,600,600,7617966004782,Harding Elementary,West Contra Costa Unified,Contra Costa,7230 Fairmont Avenue,El Cerrito,94530-3797,CA,37.903076,-122.29459,public,1,1,1,1,1,1,1,0,0,0,0,0,0,85.0,62.0,49.0,47.0,59.0,55.0,63.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,420.0,7.0,7.0,7.0,,5.0,4.0,57865394,733996
601,601,601,7617966004808,Kensington Elementary,West Contra Costa Unified,Contra Costa,90 Highland Boulevard,Kensington,94708-1023,CA,37.913466,-122.2786,public,1,1,1,1,1,1,1,0,0,0,0,0,0,69.0,72.0,78.0,77.0,78.0,60.0,73.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,507.0,10.0,10.0,10.0,,10.0,9.0,57797121,401026
602,602,602,7617966004824,Lake Elementary,West Contra Costa Unified,Contra Costa,2700 Eleventh Street,San Pablo,94806-2298,CA,37.971552,-122.3529,public,1,1,1,1,1,1,1,0,0,0,0,0,0,86.0,69.0,43.0,40.0,62.0,56.0,59.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,415.0,2.0,1.0,2.0,,1.0,4.0,57892960,544311
603,603,603,7617966004832,Lincoln Elementary,West Contra Costa Unified,Contra Costa,29 Sixth Street,Richmond,94801-3595,CA,37.931939,-122.36374,public,1,1,1,1,1,1,1,0,0,0,0,0,0,61.0,63.0,62.0,68.0,65.0,66.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,427.0,1.0,1.0,1.0,,1.0,1.0,57885243,443304
604,604,604,7617966004840,Madera Elementary,West Contra Costa Unified,Contra Costa,8500 Madera Drive,El Cerrito,94530-2051,CA,37.928144,-122.29922,public,1,1,1,1,1,1,1,0,0,0,0,0,0,72.0,70.0,73.0,64.0,69.0,75.0,85.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,508.0,9.0,9.0,9.0,,5.0,5.0,57913392,433782
605,605,605,7617966004857,Mira Vista Elementary,West Contra Costa Unified,Contra Costa,6397 Hazel Avenue,Richmond,94805-2099,CA,37.940007,-122.31306,public,1,1,1,1,1,1,1,1,1,0,0,0,0,70.0,55.0,55.0,60.0,68.0,70.0,67.0,56.0,57.0,0.0,0.0,0.0,0.0,0.0,0.0,558.0,5.0,5.0,5.0,,7.0,6.0,57870497,460824
606,606,606,7617966004865,Montalvin Manor Elementary,West Contra Costa Unified,Contra Costa,300 Christine Drive,San Pablo,94806-1199,CA,37.995887,-122.33551,public,1,1,1,1,1,1,1,0,0,0,0,0,0,96.0,62.0,71.0,56.0,59.0,34.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,431.0,5.0,6.0,6.0,,10.0,10.0,5033403143,592210
607,607,607,7617966004873,Murphy Elementary,West Contra Costa Unified,Contra Costa,4350 Valley View Road,El Sobrante,94803-1499,CA,37.97567,-122.29091,public,1,1,1,1,1,1,1,0,0,0,0,0,0,61.0,68.0,78.0,73.0,77.0,72.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,509.0,5.0,5.0,4.0,,4.0,3.0,312688922,554452
608,608,608,7617966004881,Nystrom Elementary,West Contra Costa Unified,Contra Costa,230 Harbour Way South,Richmond,94804-2428,CA,37.928155,-122.36003999999998,public,1,1,1,1,1,1,1,0,0,0,0,0,0,91.0,70.0,89.0,71.0,66.0,67.0,49.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,503.0,1.0,1.0,1.0,,2.0,1.0,57905720,435928
609,609,609,7617966004899,Olinda Elementary,West Contra Costa Unified,Contra Costa,5855 Olinda Road,El Sobrante,94803-3589,CA,37.956601,-122.27095,public,1,1,1,1,1,1,1,0,0,0,0,0,0,64.0,44.0,47.0,50.0,36.0,42.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,307.0,7.0,7.0,7.0,,2.0,1.0,57846601,503148
610,610,610,7617966004907,Peres Elementary,West Contra Costa Unified,Contra Costa,719 Fifth Street,Richmond,94801-2655,CA,37.942968,-122.3644,public,1,1,1,1,1,1,1,0,0,0,0,0,0,106.0,71.0,73.0,68.0,80.0,77.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,531.0,2.0,3.0,3.0,,5.0,7.0,57929414,470229
611,611,611,7617966004915,"Martin Luther King, Jr. Elementary",West Contra Costa Unified,Contra Costa,4022 Florida Ave,Richmond,94804-3398,CA,37.929454,-122.33165,public,1,1,1,1,1,1,1,0,0,0,0,0,0,66.0,69.0,67.0,64.0,64.0,66.0,57.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,453.0,1.0,1.0,1.0,,1.0,3.0,57882944,437818
612,612,612,7617966004931,Riverside Elementary,West Contra Costa Unified,Contra Costa,1300 Amador Street,Richmond,94806-4098,CA,37.952538,-122.3275,public,1,1,1,1,1,1,1,0,0,0,0,0,0,48.0,53.0,45.0,57.0,66.0,48.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,371.0,3.0,3.0,4.0,,5.0,6.0,57791620,497316
613,613,613,7617966004956,Shannon Elementary,West Contra Costa Unified,Contra Costa,685 Marlesta Road,Pinole,94564-2899,CA,38.000488,-122.31083999999998,public,1,1,1,1,1,1,1,0,0,0,0,0,0,75.0,43.0,44.0,52.0,32.0,40.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,329.0,6.0,6.0,6.0,,5.0,6.0,2446568009,621332
614,614,614,7617966004964,Sheldon Elementary,West Contra Costa Unified,Contra Costa,2601 May Road,Richmond,94803-3196,CA,37.967273,-122.29674,public,1,1,1,1,1,1,1,0,0,0,0,0,0,70.0,56.0,43.0,50.0,45.0,64.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,382.0,3.0,3.0,4.0,,5.0,6.0,57956212,532151
615,615,615,7617966004972,Stege Elementary,West Contra Costa Unified,Contra Costa,4949 Cypress Avenue,Richmond,94804-4499,CA,37.91986,-122.32306,public,1,1,1,1,1,1,1,0,0,0,0,0,0,66.0,48.0,46.0,30.0,37.0,31.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,282.0,1.0,1.0,1.0,,1.0,1.0,57828662,416102
616,616,616,7617966004980,Stewart Elementary,West Contra Costa Unified,Contra Costa,2040 Hoke Drive,Pinole,94564-1899,CA,37.990659,-122.28972,public,1,1,1,1,1,1,1,1,1,0,0,0,0,39.0,59.0,57.0,48.0,41.0,50.0,57.0,62.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,463.0,3.0,4.0,5.0,,1.0,1.0,257540462,595646
