,CDSCode,School,District,County,Street,City,Zip,State,Latitude,Longitude,type,grade_0,grade_1,grade_2,grade_3,grade_4,grade_5,grade_6,grade_7,grade_8,grade_9,grade_10,grade_11,grade_12,Kindergarten Enrollment,Grade 1 Enrollment,Grade 2 Enrollment,Grade 3 Enrollment,Grade 4 Enrollment,Grade 5 Enrollment,Grade 6 Enrollment,Grade 7 Enrollment,Grade 8 Enrollment,Ungraded Elementary Enrollmnet,Grade 9 Enrollment,Grade 10 Enrollment,Grade 11 Enrollment,Grade 12 Enrollment,Ungraded Secondary Enrollment,Total Enrollment,sw_rank_2108,sw_rank_2017,sw_rank_2016,ss_rank_2018_,ss_rank_2017,ss_rank_2016,school_parcel_id,school_id,list_grades,school_node_id,school_zone_id
373,1750930125930,Eleanor Murray Fallon,Dublin Unified,Alameda,3601 Kohnen Way,Dublin,94568-8751,CA,37.71566,-121.86589,public,0,0,0,0,0,0,1,1,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,513.0,483.0,476.0,0.0,0.0,0.0,0.0,0.0,0.0,1472.0,10.0,10.0,10.0,,5.0,5.0,388243,1373,[0 0 0 0 0 0 1 1 1 0 0 0 0],417771771,729
374,1750930131615,J. M. Amador Elementary,Dublin Unified,Alameda,2100 East Cantara Drive,Dublin,94568-6700,CA,37.71729600000001,-121.84565,public,1,1,1,1,1,1,0,0,0,0,0,0,0,166.0,176.0,137.0,136.0,129.0,130.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,874.0,10.0,10.0,10.0,,8.0,,388885,1374,[1 1 1 1 1 1 0 0 0 0 0 0 0],5371815520,729
375,1750930132704,Dublin High,Dublin Unified,Alameda,8151 Village Parkway,Dublin,94568-1656,CA,37.720996,-121.92638999999998,public,0,0,0,0,0,0,0,0,0,1,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,755.0,672.0,551.0,500.0,21.0,2499.0,10.0,10.0,10.0,,1.0,3.0,361681,1375,[0 0 0 0 0 0 0 0 0 1 1 1 1],3949402816,733
376,1750930136929,Cottonwood Creek,Dublin Unified,Alameda,2400 Central Parkway,Dublin,94568-6723,CA,37.710001,-121.84732,public,1,1,1,1,1,1,1,1,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,387380,1376,[1 1 1 1 1 1 1 1 1 0 0 0 0],2890273238,729
377,1750930137331,Dublin Unified Preschool,Dublin Unified,Alameda,7997 Vomac Road,Dublin,94568-1599,CA,37.715017,-121.93651,public,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,360761,1377,[1 0 0 0 0 0 0 0 0 0 0 0 0],3969494460,733
378,1750930138453,Valley High (Continuation),Dublin Unified,Alameda,6901 York Drive,Dublin,94568-2100,CA,37.709169,-121.92118,public,0,0,0,0,0,0,0,0,0,0,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,23.0,36.0,0.0,72.0,,,,,,,363098,1378,[0 0 0 0 0 0 0 0 0 0 1 1 1],4452813319,732
379,1750936001374,Dublin Elementary,Dublin Unified,Alameda,7997 Vomac Road,Dublin,94568-1599,CA,37.715023,-121.9365,public,1,1,1,1,1,1,0,0,0,0,0,0,0,188.0,151.0,137.0,141.0,125.0,141.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,883.0,9.0,9.0,10.0,,4.0,6.0,360761,1379,[1 1 1 1 1 1 0 0 0 0 0 0 0],3969494460,733
380,1750936001390,Frederiksen Elementary,Dublin Unified,Alameda,7243 Tamarack Drive,Dublin,94568-1746,CA,37.715077,-121.92195,public,1,1,1,1,1,1,0,0,0,0,0,0,0,177.0,151.0,121.0,156.0,129.0,111.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,845.0,8.0,8.0,9.0,,4.0,6.0,362623,1380,[1 1 1 1 1 1 0 0 0 0 0 0 0],53109042,732
381,1750936001424,Murray Elementary,Dublin Unified,Alameda,8435 Davona Drive,Dublin,94568-1107,CA,37.72154000000001,-121.93298,public,1,1,1,1,1,1,0,0,0,0,0,0,0,130.0,61.0,66.0,74.0,66.0,73.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,470.0,8.0,9.0,9.0,,5.0,8.0,362100,1381,[1 1 1 1 1 1 0 0 0 0 0 0 0],258145864,733
382,1750936066484,Wells Middle,Dublin Unified,Alameda,6800 Penn Drive,Dublin,94568-2118,CA,37.712563,-121.9188,public,0,0,0,0,0,0,1,1,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,314.0,302.0,304.0,0.0,0.0,0.0,0.0,0.0,0.0,920.0,8.0,8.0,8.0,,5.0,4.0,362958,1382,[0 0 0 0 0 0 1 1 1 0 0 0 0],614453964,732
383,1750936118038,James Dougherty Elementary,Dublin Unified,Alameda,5301 Hibernia Drive,Dublin,94568-3164,CA,37.71039,-121.88512,public,1,1,1,1,1,1,0,0,0,0,0,0,0,172.0,127.0,142.0,149.0,138.0,167.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,895.0,10.0,10.0,10.0,,5.0,6.0,389340,1383,[1 1 1 1 1 1 0 0 0 0 0 0 0],4447012098,730
384,1751010122986,Harvest Park Preschool Center,Pleasanton Unified,Alameda,4900 Valley Avenue,Pleasanton,94566-5399,CA,37.675555,-121.88268,public,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,376774,1384,[1 0 0 0 0 0 0 0 0 0 0 0 0],430123974,740
385,1751010130096,Foothill High,Pleasanton Unified,Alameda,4375 Foothill Road,Pleasanton,94588-9799,CA,37.671579,-121.91994,public,0,0,0,0,0,0,0,0,0,1,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,576.0,522.0,529.0,521.0,0.0,2148.0,10.0,10.0,10.0,,8.0,6.0,364352,1385,[0 0 0 0 0 0 0 0 0 1 1 1 1],579144331,736
386,1751010130252,Village High,Pleasanton Unified,Alameda,4645 Bernal Avenue,Pleasanton,94566-7449,CA,37.65519000000001,-121.87514,public,0,0,0,0,0,0,0,0,0,1,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,11.0,25.0,64.0,0.0,101.0,,,,,,,383903,1386,[0 0 0 0 0 0 0 0 0 1 1 1 1],4382728701,746
387,1751010130583,Amador Valley High,Pleasanton Unified,Alameda,1155 Santa Rita Road,Pleasanton,94566-6176,CA,37.66829600000001,-121.87327,public,0,0,0,0,0,0,0,0,0,1,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,678.0,691.0,656.0,623.0,0.0,2648.0,10.0,10.0,10.0,,8.0,9.0,217163,1387,[0 0 0 0 0 0 0 0 0 1 1 1 1],1372725050,743
388,1751016001366,Donlon Elementary,Pleasanton Unified,Alameda,4150 Dorman Road,Pleasanton,94588-4411,CA,37.684111,-121.90908,public,1,1,1,1,1,1,0,0,0,0,0,0,0,128.0,128.0,126.0,129.0,155.0,158.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,824.0,10.0,10.0,10.0,,3.0,4.0,366425,1388,[1 1 1 1 1 1 0 0 0 0 0 0 0],1705709170,737
389,1751016001416,Lydiksen Elementary,Pleasanton Unified,Alameda,7700 Highland Oaks Drive,Pleasanton,94588-4225,CA,37.680987,-121.9216,public,1,1,1,1,1,1,0,0,0,0,0,0,0,103.0,104.0,104.0,106.0,104.0,136.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,657.0,10.0,10.0,10.0,,4.0,3.0,364372,1389,[1 1 1 1 1 1 0 0 0 0 0 0 0],430105455,736
390,1751016002315,Alisal Elementary,Pleasanton Unified,Alameda,1454 Santa Rita Road,Pleasanton,94566-5697,CA,37.672366,-121.87207,public,1,1,1,1,1,1,0,0,0,0,0,0,0,97.0,80.0,86.0,124.0,85.0,102.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,574.0,9.0,9.0,10.0,,3.0,4.0,217340,1390,[1 1 1 1 1 1 0 0 0 0 0 0 0],53083145,743
391,1751016002323,Fairlands Elementary,Pleasanton Unified,Alameda,4151 West Las Positas Boulevard,Pleasanton,94588-4199,CA,37.692602,-121.87433,public,1,1,1,1,1,1,0,0,0,0,0,0,0,139.0,125.0,125.0,125.0,132.0,128.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,774.0,10.0,10.0,10.0,,6.0,6.0,371085,1391,[1 1 1 1 1 1 0 0 0 0 0 0 0],658952504,742
392,1751016002349,Valley View Elementary,Pleasanton Unified,Alameda,480 Adams Way,Pleasanton,94566-7198,CA,37.659868,-121.86362,public,1,1,1,1,1,1,0,0,0,0,0,0,0,116.0,104.0,111.0,104.0,102.0,115.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,652.0,9.0,9.0,9.0,,8.0,8.0,373705,1392,[1 1 1 1 1 1 0 0 0 0 0 0 0],53025690,744
393,1751016002356,Walnut Grove Elementary,Pleasanton Unified,Alameda,1999 Harvest Road,Pleasanton,94566-5499,CA,37.673219,-121.88537,public,1,1,1,1,1,1,0,0,0,0,0,0,0,94.0,125.0,125.0,141.0,132.0,132.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,749.0,10.0,10.0,10.0,,3.0,3.0,376776,1393,[1 1 1 1 1 1 0 0 0 0 0 0 0],430123974,740
394,1751016066500,Harvest Park Middle,Pleasanton Unified,Alameda,4900 Valley Avenue,Pleasanton,94566-5399,CA,37.675555,-121.88268,public,0,0,0,0,0,0,1,1,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,382.0,418.0,389.0,0.0,0.0,0.0,0.0,0.0,0.0,1189.0,10.0,10.0,10.0,,7.0,7.0,376774,1394,[0 0 0 0 0 0 1 1 1 0 0 0 0],430123974,740
395,1751016089361,Vintage Hills Elementary,Pleasanton Unified,Alameda,1125 Concord Street,Pleasanton,94566-7236,CA,37.65590200000001,-121.85501,public,1,1,1,1,1,1,0,0,0,0,0,0,0,108.0,106.0,96.0,83.0,119.0,104.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,616.0,10.0,10.0,10.0,,6.0,7.0,373829,1395,[1 1 1 1 1 1 0 0 0 0 0 0 0],53025673,745
396,1751016108971,Pleasanton Middle,Pleasanton Unified,Alameda,5001 Case Avenue,Pleasanton,94566-1171,CA,37.65696,-121.88156,public,0,0,0,0,0,0,1,1,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,429.0,407.0,447.0,0.0,0.0,0.0,0.0,0.0,0.0,1283.0,10.0,10.0,10.0,,8.0,7.0,383600,1396,[0 0 0 0 0 0 1 1 1 0 0 0 0],53025726,739
397,1751016114318,Henry P. Mohr Elementary,Pleasanton Unified,Alameda,3300 Dennis Drive,Pleasanton,94588-8377,CA,37.692501,-121.86011,public,1,1,1,1,1,1,0,0,0,0,0,0,0,116.0,95.0,96.0,94.0,97.0,94.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,592.0,10.0,10.0,10.0,,4.0,6.0,382607,1397,[1 1 1 1 1 1 0 0 0 0 0 0 0],263015956,743
398,1751016117592,Thomas S. Hart Middle,Pleasanton Unified,Alameda,4433 Willow Road,Pleasanton,94588-8520,CA,37.685426,-121.89828,public,0,0,0,0,0,0,1,1,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,430.0,408.0,405.0,0.0,0.0,0.0,0.0,0.0,0.0,1243.0,10.0,10.0,10.0,,5.0,5.0,368013,1398,[0 0 0 0 0 0 1 1 1 0 0 0 0],577478783,742
399,1751016117600,Phoebe Apperson Hearst Elementary,Pleasanton Unified,Alameda,5301 Case Avenue,Pleasanton,94566-8005,CA,37.65245,-121.88432,public,1,1,1,1,1,1,0,0,0,0,0,0,0,94.0,100.0,99.0,125.0,128.0,132.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,678.0,10.0,10.0,10.0,,7.0,5.0,383565,1399,[1 1 1 1 1 1 0 0 0 0 0 0 0],53103053,739
400,1751196002711,Sunol Glen Elementary,Sunol Glen Unified,Alameda,11601 Main Street,Sunol,94586-9519,CA,37.593598,-121.8851,public,1,1,1,1,1,1,1,1,1,0,0,0,0,33.0,37.0,36.0,29.0,34.0,33.0,33.0,21.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,278.0,10.0,10.0,10.0,,3.0,6.0,217797,1400,[1 1 1 1 1 1 1 1 1 0 0 0 0],734818893,735
401,1771800138289,Latitude 37.8 High,SBE - Latitude 37.8 High,Alameda,1112 29th Avenue,Oakland,94601-2212,CA,37.777138,-122.23001,public,0,0,0,0,0,0,0,0,0,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,33637,1401,[0 0 0 0 0 0 0 0 0 1 1 1 1],3127163347,926
402,7100740107326,Far East County Programs,Contra Costa County Office of Education,Contra Costa,850 Second Street,Brentwood,94513-1132,CA,37.934897,-121.6951,public,0,0,0,0,0,0,0,0,0,1,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,4.0,6.0,10.0,54.0,80.0,,,,,,,431364,1402,[0 0 0 0 0 0 0 0 0 1 1 1 1],4932498423,1179
403,7100740107334,Central County Special Education Programs,Contra Costa County Office of Education,Contra Costa,2964 Miranda Avenue,Alamo,94507-1614,CA,37.857903,-122.0199,public,1,1,1,1,1,1,1,1,1,1,1,1,1,3.0,2.0,4.0,2.0,0.0,3.0,1.0,4.0,1.0,0.0,0.0,1.0,2.0,1.0,8.0,32.0,,,,,,,693974,1403,[1 1 1 1 1 1 1 1 1 1 1 1 1],57898969,1164
404,7100740107342,East County Elementary Special Education,Contra Costa County Office of Education,Contra Costa,4207 Delta Fair Boulevard,Antioch,94509-3944,CA,38.003797,-121.85055,public,1,1,1,1,1,1,1,1,1,0,0,0,0,1.0,5.0,4.0,2.0,10.0,2.0,8.0,3.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,,,,,,,615750,1404,[1 1 1 1 1 1 1 1 1 0 0 0 0],57833098,1197
405,7100740114470,Making Waves Academy,Contra Costa County Office of Education,Contra Costa,4123 Lakeside Drive,Richmond,94806-1942,CA,37.988463,-122.33185,public,0,0,0,0,0,1,1,1,1,1,1,1,1,0.0,0.0,0.0,0.0,0.0,112.0,112.0,112.0,112.0,0.0,100.0,87.0,69.0,77.0,0.0,781.0,5.0,4.0,5.0,,6.0,6.0,590168,1405,[0 0 0 0 0 1 1 1 1 1 1 1 1],1989477205,1069
406,7100740118208,Heritage CCCOE Special Education Programs,Contra Costa County Office of Education,Contra Costa,101 American Avenue,Brentwood,94513-4604,CA,37.92517700000001,-121.75251000000002,public,0,1,1,1,1,1,1,1,1,1,1,1,1,1.0,2.0,5.0,2.0,2.0,4.0,5.0,15.0,5.0,0.0,6.0,7.0,8.0,3.0,12.0,77.0,,,,,,,411544,1406,[0 1 1 1 1 1 1 1 1 1 1 1 1],2567349476,1177
407,7100740120444,Mt. McKinley,Contra Costa County Office of Education,Contra Costa,202 Glacier Drive,Martinez,94553,CA,37.988924,-122.08743,public,0,0,0,0,0,0,0,1,1,1,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,13.0,23.0,30.0,48.0,0.0,117.0,,,,,,,584453,1407,[0 0 0 0 0 0 0 1 1 1 1 1 1],4993582632,1124
408,7100740129528,Caliber: Beta Academy,Contra Costa County Office of Education,Contra Costa,4301 Berk Avenue,Richmond,94804-4355,CA,37.922804,-122.32901,public,1,1,1,1,1,1,1,1,1,0,0,0,0,91.0,92.0,92.0,92.0,94.0,92.0,43.0,83.0,76.0,0.0,0.0,0.0,0.0,0.0,0.0,755.0,5.0,4.0,4.0,,6.0,5.0,421443,1408,[1 1 1 1 1 1 1 1 1 0 0 0 0],262294365,1050
409,7100740129684,Summit Public School K2,Contra Costa County Office of Education,Contra Costa,1800 Elm Street,El Cerrito,94530-1925,CA,37.925768,-122.31341,public,0,0,0,0,0,0,0,1,1,1,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,114.0,111.0,0.0,96.0,0.0,0.0,0.0,0.0,321.0,5.0,7.0,8.0,,7.0,10.0,428506,1409,[0 0 0 0 0 0 0 1 1 1 1 0 0],57935519,1052
410,7100740134114,Contra Costa School of Performing Arts,Contra Costa County Office of Education,Contra Costa,2730 Mitchell Lane,Walnut Creek,94598-1602,CA,37.930236,-122.02474,public,0,0,0,0,0,0,1,1,1,1,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,92.0,66.0,60.0,0.0,64.0,26.0,0.0,0.0,0.0,308.0,5.0,5.0,,,,,432865,1410,[0 0 0 0 0 0 1 1 1 1 1 1 0],5243955958,1137
411,7100740137026,Invictus Academy of Richmond,Contra Costa County Office of Education,Contra Costa,1121 Allview Avenue,El Sobrante,94803-1054,CA,37.985734,-122.30765,public,0,0,0,0,0,0,0,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,582814,1411,[0 0 0 0 0 0 0 1 1 1 1 1 1],256027542,1074
412,7100740730614,Golden Gate Community Charter,Contra Costa County Office of Education,Contra Costa,1111 Stoneman Avenue,Pittsburg,94565-5466,CA,38.003885,-121.87747,public,0,0,0,0,0,0,0,0,1,1,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,14.0,15.0,10.0,6.0,0.0,53.0,,,,,,,615583,1412,[0 0 0 0 0 0 0 0 1 1 1 1 1],57834147,1199
413,7100740731380,Clayton Valley Charter High,Contra Costa County Office of Education,Contra Costa,1101 Alberta Way,Concord,94521-3799,CA,37.950133,-121.96702,public,0,0,0,0,0,0,0,0,0,1,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,663.0,539.0,476.0,519.0,0.0,2197.0,9.0,9.0,9.0,,5.0,7.0,474967,1413,[0 0 0 0 0 0 0 0 0 1 1 1 1],57879737,1106
414,7100746077168,Floyd I. Marchus,Contra Costa County Office of Education,Contra Costa,2900 Avon Avenue,Concord,94520-5404,CA,37.995708,-122.04719,public,0,1,1,1,1,1,1,1,1,1,1,1,1,1.0,2.0,4.0,1.0,12.0,11.0,7.0,12.0,7.0,0.0,8.0,7.0,10.0,21.0,6.0,109.0,,,,,,,599236,1414,[0 1 1 1 1 1 1 1 1 1 1 1 1],5283045070,1122
415,7616300107524,Acalanes Center for Independent Study,Acalanes Union High,Contra Costa,1963 Tice Valley Boulevard,Walnut Creek,94595-2201,CA,37.877664,-122.07422,public,0,0,0,0,0,0,0,0,0,0,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,11.0,20.0,0.0,35.0,,,,,,,705419,1415,[0 0 0 0 0 0 0 0 0 0 1 1 1],3224506709,1148
416,7616300730283,Acalanes High,Acalanes Union High,Contra Costa,1200 Pleasant Hill Road,Lafayette,94549-2623,CA,37.904313,-122.09906,public,0,0,0,0,0,0,0,0,0,1,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,315.0,329.0,382.0,312.0,22.0,1360.0,10.0,10.0,10.0,,10.0,8.0,734489,1416,[0 0 0 0 0 0 0 0 0 1 1 1 1],627287364,1132
417,7616300731125,Campolindo High,Acalanes Union High,Contra Costa,300 Moraga Road,Moraga,94556-2402,CA,37.863519,-122.12464,public,0,0,0,0,0,0,0,0,0,1,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,318.0,353.0,319.0,319.0,0.0,1309.0,10.0,10.0,10.0,,10.0,9.0,697906,1417,[0 0 0 0 0 0 0 0 0 1 1 1 1],3222244795,1152
418,7616300733725,Las Lomas High,Acalanes Union High,Contra Costa,1460 South Main Street,Walnut Creek,94596-5319,CA,37.89013900000001,-122.05741,public,0,0,0,0,0,0,0,0,0,1,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,397.0,371.0,379.0,383.0,0.0,1530.0,9.0,9.0,9.0,,4.0,3.0,716452,1418,[0 0 0 0 0 0 0 0 0 1 1 1 1],57795732,1146
419,7616300734244,Miramonte High,Acalanes Union High,Contra Costa,750 Moraga Way,Orinda,94563-4330,CA,37.842329,-122.14438,public,0,0,0,0,0,0,0,0,0,1,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,334.0,326.0,337.0,280.0,0.0,1277.0,10.0,10.0,10.0,,7.0,8.0,687318,1419,[0 0 0 0 0 0 0 0 0 1 1 1 1],57811342,1158
420,7616480100461,Lone Tree Elementary,Antioch Unified,Contra Costa,1931 Mokelumne Drive,Antioch,94531-9129,CA,37.956286,-121.79193,public,1,1,1,1,1,1,0,0,0,0,0,0,0,107.0,104.0,109.0,140.0,158.0,159.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,777.0,3.0,4.0,4.0,,3.0,2.0,487387,1420,[1 1 1 1 1 1 0 0 0 0 0 0 0],456683809,1195
421,7616480100479,Dallas Ranch Middle,Antioch Unified,Contra Costa,1401 Mount Hamilton Drive,Antioch,94531-8518,CA,37.967182,-121.79861,public,0,0,0,0,0,0,1,1,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,322.0,341.0,387.0,0.0,0.0,0.0,0.0,0.0,0.0,1050.0,2.0,2.0,4.0,,1.0,1.0,515929,1421,[0 0 0 0 0 0 1 1 1 0 0 0 0],57816880,1195
422,7616480106583,Carmen Dragon Elementary,Antioch Unified,Contra Costa,4721 Vista Grande Drive,Antioch,94531-8619,CA,37.968276,-121.75269,public,1,1,1,1,1,1,1,0,0,0,0,0,0,92.0,74.0,58.0,63.0,71.0,76.0,62.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,496.0,2.0,3.0,2.0,,4.0,1.0,518982,1422,[1 1 1 1 1 1 1 0 0 0 0 0 0],455877767,1185
423,7616480110494,Bidwell Continuation High,Antioch Unified,Contra Costa,800 Gary Avenue,Antioch,94509-2763,CA,37.999879,-121.79336,public,0,0,0,0,0,0,0,0,0,0,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,65.0,107.0,0.0,173.0,,,,,,,602315,1423,[0 0 0 0 0 0 0 0 0 0 1 1 1],302492865,1188
424,7616480113761,Orchard Park,Antioch Unified,Contra Costa,5150 Live Oak Avenue,Oakley,94561-4127,CA,38.000056,-121.74155,public,1,1,1,1,1,1,1,1,1,0,0,0,0,80.0,81.0,78.0,85.0,84.0,96.0,96.0,101.0,88.0,0.0,0.0,0.0,0.0,0.0,0.0,789.0,5.0,5.0,5.0,,5.0,4.0,602421,1424,[1 1 1 1 1 1 1 1 1 0 0 0 0],3474441688,1182
425,7616480115063,Antioch Charter Academy II,Antioch Unified,Contra Costa,1201 West Tenth Street,Antioch,94509-1406,CA,38.011182,-121.82097,public,1,1,1,1,1,1,1,1,1,0,0,0,0,32.0,29.0,19.0,22.0,20.0,24.0,19.0,21.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,207.0,7.0,6.0,7.0,,1.0,1.0,632103,1425,[1 1 1 1 1 1 1 1 1 0 0 0 0],3966724447,1189
426,7616480117218,Dozier-Libbey Medical High,Antioch Unified,Contra Costa,4900 Sand Creek Road,Antioch,94531-8680,CA,37.94807,-121.76817,public,0,0,0,0,0,0,0,0,0,1,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,213.0,190.0,158.0,151.0,0.0,712.0,7.0,8.0,,,,,467312,1426,[0 0 0 0 0 0 0 0 0 1 1 1 1],4975184728,1178
427,7616480137430,Rocketship Delta Prep,Antioch Unified,Contra Costa,1700 Cavallo Road,Antioch,94509-1930,CA,38.005791,-121.79727,public,1,1,1,1,1,1,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,619472,1427,[1 1 1 1 1 1 0 0 0 0 0 0 0],57817440,1188
428,7616480730101,Live Oak High (Continuation),Antioch Unified,Contra Costa,1708 F Street,Antioch,94509-2225,CA,38.006065,-121.8126,public,0,0,0,0,0,0,0,0,0,0,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,46.0,111.0,0.0,158.0,,,,,,,619237,1428,[0 0 0 0 0 0 0 0 0 0 1 1 1],57858729,1189
429,7616480730259,Prospects High (Alternative),Antioch Unified,Contra Costa,820 West Second Street,Antioch,94509-1145,CA,38.016969,-121.81619,public,1,1,1,1,1,1,1,1,1,1,1,1,1,6.0,1.0,6.0,8.0,12.0,11.0,11.0,19.0,22.0,0.0,9.0,26.0,58.0,159.0,0.0,348.0,1.0,3.0,,,,,645375,1429,[1 1 1 1 1 1 1 1 1 1 1 1 1],57831693,1189
430,7616480730465,Deer Valley High,Antioch Unified,Contra Costa,4700 Lone Tree Way,Antioch,94531-8486,CA,37.96573,-121.77968,public,0,0,0,0,0,0,0,0,0,1,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,475.0,564.0,601.0,516.0,0.0,2156.0,4.0,6.0,7.0,,7.0,7.0,512572,1430,[0 0 0 0 0 0 0 0 0 1 1 1 1],1829965055,1186
431,7616480730481,Bridges,Antioch Unified,Contra Costa,501 West 17th Street,Antioch,94509,CA,38.00597,-121.81311,public,0,0,0,0,0,0,0,0,1,1,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,2.0,1.0,0.0,0.0,8.0,,,,,,,619250,1431,[0 0 0 0 0 0 0 0 1 1 1 1 1],57893986,1189
432,7616480730861,Antioch High,Antioch Unified,Contra Costa,700 West 18th Street,Antioch,94509-1576,CA,38.005117,-121.81786,public,0,0,0,0,0,0,0,0,0,1,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,585.0,568.0,416.0,378.0,0.0,1947.0,1.0,1.0,3.0,,1.0,7.0,616752,1432,[0 0 0 0 0 0 0 0 0 1 1 1 1],57893986,1191
433,7616486003578,Belshaw Elementary,Antioch Unified,Contra Costa,2801 Roosevelt Lane,Antioch,94509-5038,CA,37.995363,-121.80135,public,1,1,1,1,1,1,1,0,0,0,0,0,0,105.0,84.0,85.0,113.0,85.0,95.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,571.0,2.0,3.0,3.0,,3.0,3.0,590473,1433,[1 1 1 1 1 1 1 0 0 0 0 0 0],5373735166,1187
434,7616486003594,Fremont Elementary,Antioch Unified,Contra Costa,1413 F Street,Antioch,94509-2220,CA,38.007392,-121.81252,public,1,1,1,1,1,1,0,0,0,0,0,0,0,83.0,86.0,70.0,80.0,97.0,73.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,489.0,1.0,1.0,1.0,,3.0,3.0,622025,1434,[1 1 1 1 1 1 0 0 0 0 0 0 0],57858729,1189
435,7616486003602,Kimball Elementary,Antioch Unified,Contra Costa,1310 August Way,Antioch,94509-2402,CA,38.006877,-121.80084,public,1,1,1,1,1,1,0,0,0,0,0,0,0,118.0,84.0,76.0,87.0,79.0,81.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,525.0,2.0,3.0,3.0,,9.0,9.0,620871,1435,[1 1 1 1 1 1 0 0 0 0 0 0 0],57817440,1188
