SAMPN,PERNO,Unnamed: 0,index,RELAT,GEND,AGE,AGEB,HISP,RACE1,RACE2,RACE3,RACE4,O_RACE,NTVTY,CNTRY,LIC,USER,TRANS,TPTYP1,TPTYP2,TPTYP3,TPTYP4,TPTYP5,TPTYP6,TPTYP7,O_TPTYP,CLIP1,CLIP2,CLIP3,COMP,MET,PASSTL,FLEX,EMPLY,WKSTAT,O_WKSTAT,JOBS,WLOC,WNAME_persons,WCITY_persons,WSTAT,WZIP_persons,WXST1_persons,WXST2_persons,WXCORD_persons,WYCORD_persons,WDAYS,WDAY1,WDAY2,WDAY3,WDAY4,WDAY5,WDAY6,WDAY7,HOURS,WSCHED,COMPR,WMODE,INDUS,O_INDUS,OCCUP,O_OCCUP,WLOC2,WNAME2_persons,WCITY2_persons,WSTAT2,WZIP2_persons,WXST2_1_persons,WXST2_2_persons,WDAYS2,DISAB,DTYPE1,DTYPE2,DTYPE3,DTYPE4,DTYPE5,DTYPE6,DTYPE7,O_DTYPE,DSLIC,EDIS,TTRIP,TRNSUB,SUBAMT,SUBUNT,O_SUBUNT,WTRIP,BTRIP,STUDE,SCHOL,O_SCHOL,SLOC,SONLN,PRESCH,O_PRESCH,SNAME_persons,SCITY_persons,SSTAT,SZIP_persons,SXST1_persons,SXST2_persons,SXCORD_persons,SYCORD_persons,SMODE,EDUCA,O_EDUCA,INTRV,PROXY,CMPLG,HVLOG,PTRIPS,TOLLF,TOLLR1,TOLLR2,TOLLR3,TOLLR4,TOLLR5,TOLLR6,TOLLR7,TOLLR8,TOLLR9,TOLLR10,TOLLB1,TOLLB2,TOLLB3,TOLLB4,TOLLB5,TOLLB6,TOLLB7,TOLLB8,TOLLB9,TOLLB10,HOVL,NOGOWHY,NOGOWHY_O,InComplete,Moto_trip,WCTFIP_persons,WTRACT_persons,SCTFIP_persons,STRACT_persons,WPrimaryCity_persons,WSTFIP_persons,W2PrimaryCity_persons,W2STFIP_persons,SPrimaryCity_persons,SSTFIP_persons,PERWGT,EXPPERWGT,WNAME_lookup,WCITY_lookup,WZIP_lookup,WXST1_lookup,WXST2_lookup,WXCORD_lookup,WYCORD_lookup,WNAME2_lookup,WCITY2_lookup,WZIP2_lookup,WXST2_1_lookup,WXST2_2_lookup,SNAME_lookup,SCITY_lookup,SZIP_lookup,SXST1_lookup,SXST2_lookup,SXCORD_lookup,SYCORD_lookup,WCTFIP_lookup,WTRACT_lookup,WBLOCK,WPrimaryCity_lookup,WSTFIP_lookup,W2PrimaryCity_lookup,W2STFIP_lookup,SCTFIP_lookup,STRACT_lookup,SBLOCK,SPrimaryCity_lookup,SSTFIP_lookup,HCITY,HZIP,HXCORD,HYCORD,HBLOCK,HTRACT,HCTFIP,HPrimaryCity,parcel_id_home,parcel_id_work,zone_id_home,zone_id_work,SNAME_SZIP_loopup
1497558,4,4874,21231,3,2,14,,1,4.0,97.0,,,SPANISH,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,0,,,,,10,3.0,1,4.0,,2.0,,,,HIDDEN,ORINDA,CA,94563.0,,,HIDDEN,HIDDEN,1.0,1,,,,1,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.0,352202.0,,,,,ORINDA,6.0,1.06636618,361.30163164,,,,,,,,,,,,,campolindo high,ORINDA,94563,,,-122.145122,37.840003100000004,,,,,,,,13.0,352202.0,60133522021001.0,ORINDA,6.0,ORINDA,94563,-122.144727,37.847421000000004,60133522013010,352201,13,ORINDA,689762,,1158,,campolindo high 94563
1497558,5,4875,21232,3,2,14,,1,4.0,97.0,,,SPANISH,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,0,,,,,10,5.0,1,4.0,,2.0,,,,HIDDEN,ORINDA,CA,94563.0,,,HIDDEN,HIDDEN,1.0,1,,,,1,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.0,352202.0,,,,,ORINDA,6.0,1.06636618,361.30163164,,,,,,,,,,,,,campolindo high,ORINDA,94563,,,-122.145122,37.840003100000004,,,,,,,,13.0,352202.0,60133522021001.0,ORINDA,6.0,ORINDA,94563,-122.144727,37.847421000000004,60133522013010,352201,13,ORINDA,689762,,1158,,campolindo high 94563
1498963,3,4915,21341,3,2,14,,2,1.0,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,6,2.0,,,,7,7.0,1,3.0,,2.0,,,,HIDDEN,SAN MATEO,CA,94403.0,,,HIDDEN,HIDDEN,6.0,1,,,,1,1.0,2.0,3.0,,,,,,,,,,,,,,,,,,,,,2.0,,,,1.0,,,81.0,607300.0,,,,,SAN MATEO,6.0,0.49176743,166.61854015,,,,,,,,,,,,,abbott middle,SAN MATEO,94403,,,-122.30958999999999,37.531215,,,,,,,,81.0,607300.0,60816073003010.0,SAN MATEO,6.0,SAN MATEO,94403,-122.28611699999999,37.539975,60816085012010,608501,81,SAN MATEO,1137880,,277,,abbott middle 94403
1498963,4,4916,21342,3,2,11,,2,1.0,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,10,2.0,,,,7,7.0,1,3.0,,2.0,,,,HIDDEN,SAN MATEO,CA,94403.0,,,HIDDEN,HIDDEN,6.0,1,,,,1,1.0,2.0,3.0,,,,,,,,,,,,,,,,,,,,,2.0,,,,1.0,,,81.0,607300.0,,,,,SAN MATEO,6.0,0.49176743,166.61854015,,,,,,,,,,,,,abbott middle,SAN MATEO,94403,,,-122.30958999999999,37.531215,,,,,,,,81.0,607300.0,60816073003010.0,SAN MATEO,6.0,SAN MATEO,94403,-122.28611699999999,37.539975,60816085012010,608501,81,SAN MATEO,1137880,,277,,abbott middle 94403
1499119,3,4919,21350,3,2,16,,2,1.0,,,,,1,,1.0,2.0,2.0,,,,,,,,,,,,,,2.0,2.0,1.0,,,1.0,1.0,HIDDEN,OAKLAND,CA,94609.0,,,HIDDEN,HIDDEN,1.0,7.0,,,,,,,3.0,1.0,2.0,5.0,81.0,,25.0,,,,,,,,,,2,,,,,,,,,,,2,2.0,,,,10,0.0,1,4.0,,2.0,,,,HIDDEN,PIEDMONT,CA,94611.0,,,HIDDEN,HIDDEN,1.0,1,,1.0,,1,1.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,401300.0,1.0,426100.0,OAKLAND,6.0,,,OAKLAND,6.0,0.82523374,279.60216925,TEMPLE SINAI,OAKLAND,94609.0,,,-122.2648933,37.816613000000004,,,,,,piedmont high,PIEDMONT,94611,,,-122.2329558,37.8234908,1.0,401300.0,60014013003002.0,OAKLAND,6.0,,,1.0,426100.0,60014261004001.0,OAKLAND,6.0,PIEDMONT,94611,-122.241534,37.824273,60014262002011,426200,1,OAKLAND,100419,6964.0,917,979.0,piedmont high 94611
1500091,4,4934,21422,3,1,18,,2,1.0,,,,,2,1996.0,1.0,98.0,2.0,,,,,,,,,,,,,,2.0,2.0,2.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,0,,,,,98,0.0,1,4.0,,2.0,,,,HIDDEN,LIVERMORE,CA,94550.0,,,HIDDEN,HIDDEN,6.0,1,,,,1,1.0,2.0,8.0,,,,,,,,,,,,,,,,,,,,,98.0,,,,1.0,,,1.0,451701.0,,,,,LIVERMORE,6.0,0.68343772,231.55944535,,,,,,,,,,,,,granada high,LIVERMORE,94550,,,-121.787625,37.674818,,,,,,,,1.0,451701.0,60014517011001.0,LIVERMORE,6.0,LIVERMORE,94550,-121.776749,37.65934,60014516024023,451602,1,LIVERMORE,220924,,724,,granada high 94550
1500091,5,4935,21423,3,1,15,,2,1.0,,,,,2,1996.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,0,,,,,2,0.0,1,4.0,,2.0,,,,HIDDEN,LIVERMORE,CA,94550.0,,,HIDDEN,HIDDEN,6.0,1,,,,1,1.0,3.0,8.0,,,,,,,,,,,,,,,,,,,,,98.0,,,,1.0,,,1.0,451701.0,,,,,LIVERMORE,6.0,0.68343772,231.55944535,,,,,,,,,,,,,granada high,LIVERMORE,94550,,,-121.787625,37.674818,,,,,,,,1.0,451701.0,60014517011001.0,LIVERMORE,6.0,LIVERMORE,94550,-121.776749,37.65934,60014516024023,451602,1,LIVERMORE,220924,,724,,granada high 94550
1500091,6,4936,21424,3,2,13,,2,1.0,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,0,,,,,2,0.0,1,3.0,,2.0,,,,HIDDEN,LIVERMORE,CA,94550.0,,,HIDDEN,HIDDEN,6.0,1,,,,1,1.0,2.0,8.0,,,,,,,,,,,,,,,,,,,,,98.0,,,,1.0,,,1.0,451704.0,,,,,LIVERMORE,6.0,0.68343772,231.55944535,,,,,,,,,,,,,mendenhall middle,LIVERMORE,94550,,,-121.79301000000001,37.662986,,,,,,,,1.0,451704.0,60014517042026.0,LIVERMORE,6.0,LIVERMORE,94550,-121.776749,37.65934,60014516024023,451602,1,LIVERMORE,220924,,724,,mendenhall middle 94550
1500403,3,4944,21443,3,2,999,1.0,2,4.0,,,,,2,2002.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,0,,,,,6,2.0,1,3.0,,2.0,,,,HIDDEN,SAN RAFAEL,CA,94901.0,,,HIDDEN,HIDDEN,6.0,1,,1.0,,1,1.0,4.0,3.0,,,,,,,,,,,,,,,,,,,,,2.0,,,,1.0,,,41.0,110200.0,,,,,SAN RAFAEL,6.0,2.46300131,834.50357226,,,,,,,,,,,,,glenwood elementary,SAN RAFAEL,94901, , ,-122.47885420000001,37.9835418,,,,,,,,41.0,110200.0,60411102003019.0,SAN RAFAEL,6.0,SAN RAFAEL,94903,-122.52409899999999,38.002456,60411060022030,106002,41,SAN RAFAEL,832809,,1425,,glenwood elementary 94901
1500403,4,4945,21444,3,2,999,1.0,2,4.0,,,,,2,2003.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,0,,,,,6,2.0,1,3.0,,2.0,,,,HIDDEN,SAN RAFAEL,CA,94901.0,,,HIDDEN,HIDDEN,6.0,1,,1.0,,1,1.0,4.0,3.0,,,,,,,,,,,,,,,,,,,,,2.0,,,,1.0,,,41.0,110200.0,,,,,SAN RAFAEL,6.0,2.46300131,834.50357226,,,,,,,,,,,,,glenwood elementary,SAN RAFAEL,94901,,,-122.47885420000001,37.9835418,,,,,,,,41.0,110200.0,60411102003019.0,SAN RAFAEL,6.0,SAN RAFAEL,94903,-122.52409899999999,38.002456,60411060022030,106002,41,SAN RAFAEL,832809,,1425,,glenwood elementary 94901
1500731,5,4952,21469,3,2,18,,2,1.0,,,,,1,,1.0,2.0,2.0,,,,,,,,,,,,,,2.0,2.0,2.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,0,,,,,0,,1,4.0,,2.0,,,,HIDDEN,SANTA ROSA,CA,95409.0,,,HIDDEN,HIDDEN,5.0,1,,,,1,1.0,3.0,3.0,,,,,,,,,,,,,,,,,,,,,2.0,,,,1.0,,,97.0,152502.0,,,,,SANTA ROSA,6.0,0.81301173,275.4611585,,,,,,,,,,,,,maria carillo hs,SANTA ROSA,95409,,,-122.659645,38.480022999999996,,,,,,,,97.0,152502.0,60971525021010.0,SANTA ROSA,6.0,SANTA ROSA,95409,-122.63861499999999,38.471158,60971526002023,152600,97,SANTA ROSA,2020349,,1354,,maria carillo hs 95409
1500846,3,4957,21479,3,2,9,,2,1.0,2.0,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,0,,,,,14,0.0,1,3.0,,2.0,,,,HIDDEN,EL CERRITO,CA,94530.0,,,HIDDEN,HIDDEN,,1,,2.0,2.0,2,,1.0,3.0,,,,,,,,,,,,,,,,,,,,,2.0,,,,1.0,,,13.0,388000.0,,,,,EL CERRITO,6.0,0.35015486,118.63797504,,,,,,,,,,,,,fairmont elementary,EL CERRITO,94530,,,-122.304676,37.908145000000005,,,,,,,,13.0,388000.0,60133880002007.0,EL CERRITO,6.0,EL CERRITO,94530,-122.30270900000001,37.905813,60133880002011,388000,13,EL CERRITO,738121,,1048,,fairmont elementary 94530
1501118,3,4966,21517,3,1,14,,1,97.0,,,,"GUATEMALAN, MEXICAN",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,1,2.0,,,,7,5.0,1,4.0,,2.0,,,,HIDDEN,ALBANY,CA,94706.0,,,HIDDEN,HIDDEN,1.0,1,,,,1,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,1.0,420100.0,,,,,ALBANY,6.0,1.04619367,354.46686577,,,,,,,,,,,,,albany high,ALBANY,94706,,,-122.29247,37.896035999999995,,,,,,,,1.0,420100.0,60014201001012.0,ALBANY,6.0,ALBANY,94706,-122.301048,37.892943,60014203001002,420300,1,ALBANY,132425,,1039,,albany high 94706
1501261,3,4971,21533,3,1,16,,2,1.0,,,,,1,,1.0,3.0,2.0,,,,,,,,,,,,,,2.0,2.0,2.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,0,,,,,0,0.0,1,4.0,,2.0,,,,HIDDEN,ANTIOCH,CA,94531.0,,,HIDDEN,HIDDEN,5.0,1,,,,1,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,13.0,303201.0,,,,,ANTIOCH,6.0,0.70749642,239.7109113,,,,,,,,,,,,,deer valley,ANTIOCH,94531,,,-121.775107,37.961977000000005,,,,,,,,13.0,303201.0,60133032011007.0,ANTIOCH,6.0,ANTIOCH,94531,-121.75706000000001,37.974212,60133020091031,302009,13,ANTIOCH,532831,,1185,,deer valley 94531
1501261,4,4972,21534,3,1,14,,1,1.0,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,0,,,,,0,0.0,1,4.0,,2.0,,,,HIDDEN,ANTIOCH,CA,94531.0,,,HIDDEN,HIDDEN,6.0,1,,,,1,1.0,2.0,3.0,,,,,,,,,,,,,,,,,,,,,2.0,,,,1.0,,,13.0,303201.0,,,,,ANTIOCH,6.0,1.52116332,515.39405342,,,,,,,,,,,,,deer valley,ANTIOCH,94531,,,-121.775107,37.961977000000005,,,,,,,,13.0,303201.0,60133032011007.0,ANTIOCH,6.0,ANTIOCH,94531,-121.75706000000001,37.974212,60133020091031,302009,13,ANTIOCH,532831,,1185,,deer valley 94531
1501312,3,4975,21540,3,1,6,,2,4.0,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,0,,,,,2,,1,3.0,,2.0,,,,HIDDEN,SAN JOSE,CA,95129.0,,,HIDDEN,HIDDEN,6.0,1,,,,1,1.0,4.0,3.0,,,,,,,,,,,,,,,,,,,,,2.0,,,,1.0,,,85.0,507905.0,,,,,SAN JOSE,6.0,0.92775219,314.33702968,,,,,,,,,,,,,meyerholz elementary,SAN JOSE,95129,,,-122.02651999999999,37.306946,,,,,,,,85.0,507905.0,60855079052006.0,SAN JOSE,6.0,SAN JOSE,95129,-122.02261200000001,37.30941,60855079061004,507906,85,SAN JOSE,1471923,,482,,meyerholz elementary 95129
1501428,4,4980,21547,3,2,7,,1,97.0,,,,MEXICAN AMERICAN,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,0,,,,,4,3.0,1,3.0,,2.0,,,,HIDDEN,NAPA,CA,94558.0,,,HIDDEN,HIDDEN,6.0,1,,,,1,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,12.0,,,2.0,,,55.0,200804.0,,,,,NAPA,6.0,1.11615786,378.17183507,,,,,,,,,,,,,napa valley language academy,NAPA,94558,,,-122.304778,38.297405,,,,,,,,55.0,200804.0,60552008041004.0,NAPA,6.0,NAPA,94558,-122.31119699999999,38.318071999999994,60552007043009,200704,55,NAPA,870798,,1304,,napa valley language academy 94558
1501574,3,4991,21563,3,1,7,,2,97.0,,,,MIXED,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,0,,,,,7,7.0,1,3.0,,2.0,,,,HIDDEN,FREMONT,CA,94539.0,,,HIDDEN,HIDDEN,6.0,1,,,,1,1.0,3.0,3.0,,,,,,,,,,,,,,,,,,,,,2.0,,,,1.0,,,1.0,442100.0,,,,,FREMONT,6.0,0.64576137,218.79410776,,,,,,,,,,,,,gomes elementary,FREMONT,94539,,,-121.949178,37.550492,,,,,,,,1.0,442100.0,60014421001018.0,FREMONT,6.0,FREMONT,94539,-121.953652,37.538841,60014421002019,442100,1,FREMONT,329490,,779,,gomes elementary 94539
1501574,4,4992,21564,3,1,5,,2,97.0,,,,MIXED,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,0,,,,,7,7.0,1,3.0,,2.0,,,,HIDDEN,FREMONT,CA,94539.0,,,HIDDEN,HIDDEN,6.0,1,,,,1,1.0,3.0,3.0,,,,,,,,,,,,,,,,,,,,,2.0,,,,1.0,,,1.0,442100.0,,,,,FREMONT,6.0,0.64576137,218.79410776,,,,,,,,,,,,,gomes elementary,FREMONT,94539,,,-121.949178,37.550492,,,,,,,,1.0,442100.0,60014421001018.0,FREMONT,6.0,FREMONT,94539,-121.953652,37.538841,60014421002019,442100,1,FREMONT,329490,,779,,gomes elementary 94539
1502103,3,5000,21612,3,2,11,,1,1.0,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,0,,,,,5,0.0,1,3.0,,2.0,,,,HIDDEN,PLEASANT HILL,CA,94523.0,,,HIDDEN,HIDDEN,6.0,1,,2.0,1.0,1,1.0,3.0,3.0,,,,,,,,,,,,,,,,,,,,,2.0,,,,1.0,,,13.0,323000.0,,,,,PLEASANT HILL,6.0,1.23417453,418.15773728,,,,,,,,,,,,,christ the king,PLEASANT HILL,94523,,,-122.07816799999999,37.947032,,,,,,,,13.0,323000.0,60133230003008.0,PLEASANT HILL,6.0,MARTINEZ,94553,-122.112573,37.959522,60133470002015,347000,13,MARTINEZ,506853,,1131,,christ the king 94523
1502103,4,5001,21613,3,1,9,,1,1.0,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,0,,,,,7,0.0,1,3.0,,2.0,,,,HIDDEN,PLEASANT HILL,CA,94523.0,,,HIDDEN,HIDDEN,6.0,1,,2.0,1.0,1,1.0,3.0,3.0,,,,,,,,,,,,,,,,,,,,,2.0,,,,1.0,,,13.0,323000.0,,,,,PLEASANT HILL,6.0,1.23417453,418.15773728,,,,,,,,,,,,,christ the king,PLEASANT HILL,94523,,,-122.07816799999999,37.947032,,,,,,,,13.0,323000.0,60133230003008.0,PLEASANT HILL,6.0,MARTINEZ,94553,-122.112573,37.959522,60133470002015,347000,13,MARTINEZ,506853,,1131,,christ the king 94523
1502381,3,5011,21641,7,2,10,,2,4.0,,,,,2,2000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,0,,,,,7,0.0,1,3.0,,2.0,,,,HIDDEN,NOVATO,CA,94947.0,,,HIDDEN,HIDDEN,6.0,1,,,,1,1.0,2.0,3.0,,,,,,,,,,,,,,,,,,,,,2.0,,,,1.0,,,41.0,104101.0,,,,,NOVATO,6.0,1.59613487,540.79559152,,,,,,,,,,,,,rancho elementary,NOVATO,94947,,,-122.57115300000001,38.095046,,,,,,,,41.0,104101.0,60411041011000.0,NOVATO,6.0,NOVATO,94949,-122.54501299999998,38.068542,60411041014011,104101,41,NOVATO,819689,,1409,,rancho elementary 94947
1502476,3,5014,21651,3,2,6,,1,1.0,97.0,,,LATINO,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,0,,,,,7,,1,4.0,,2.0,,,,HIDDEN,SAN DIEGO,CA,92101.0,,,HIDDEN,HIDDEN,1.0,1,,2.0,1.0,1,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,,2.0,,,73.0,5800.0,,,,,SAN DIEGO,6.0,1.23364574,417.97857479,,,,,,,,,,,,,washington elementary,SAN DIEGO,92101,,,-117.166533,32.7239717,,,,,,,,73.0,5800.0,60730058001036.0,SAN DIEGO,6.0,SAN LEANDRO,94577,-122.159231,37.732151,60014322001006,432200,1,SAN LEANDRO,155794,,869,,washington elementary 92101
1502476,4,5015,21652,3,2,6,,1,1.0,97.0,,,LATINO,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,0,,,,,7,,1,3.0,,2.0,,,,HIDDEN,SAN DIEGO,CA,92101.0,,,HIDDEN,HIDDEN,1.0,1,,2.0,1.0,1,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,,2.0,,,73.0,5800.0,,,,,SAN DIEGO,6.0,1.23364574,417.97857479,,,,,,,,,,,,,washington elementary,SAN DIEGO,92101,,,-117.166533,32.7239717,,,,,,,,73.0,5800.0,60730058001036.0,SAN DIEGO,6.0,SAN LEANDRO,94577,-122.159231,37.732151,60014322001006,432200,1,SAN LEANDRO,155794,,869,,washington elementary 92101
1502500,3,5018,21658,3,2,10,,2,1.0,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,0,,,,,4,1.0,1,3.0,,2.0,,,,HIDDEN,SAN RAMON,CA,94583.0,,,HIDDEN,HIDDEN,6.0,1,,2.0,1.0,1,1.0,2.0,3.0,,,,,,,,,,,,,,,,,,,,,2.0,,,,1.0,,,13.0,345116.0,,,,,SAN RAMON,6.0,0.78699015,266.64463823,,,,,,,,,,,,,bollinger elementary,SAN RAMON,94583,,,-121.971071,37.760206,,,,,,,,13.0,345116.0,60133451162015.0,SAN RAMON,6.0,SAN RAMON,94583,-121.975792,37.767385,60133451162002,345116,13,SAN RAMON,448035,,1171,,bollinger elementary 94583
1502500,4,5019,21659,3,1,8,,2,1.0,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,0,,,,,4,1.0,1,3.0,,2.0,,,,HIDDEN,SAN RAMON,CA,94583.0,,,HIDDEN,HIDDEN,6.0,1,,2.0,1.0,1,1.0,4.0,3.0,,,,,,,,,,,,,,,,,,,,,2.0,,,,1.0,,,13.0,345116.0,,,,,SAN RAMON,6.0,0.78699015,266.64463823,,,,,,,,,,,,,bollinger elementary,SAN RAMON,94583,,,-121.971071,37.760206,,,,,,,,13.0,345116.0,60133451162015.0,SAN RAMON,6.0,SAN RAMON,94583,-121.975792,37.767385,60133451162002,345116,13,SAN RAMON,448035,,1171,,bollinger elementary 94583
1503228,3,5037,21710,3,2,10,,2,1.0,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,0,,,,,1,2.0,1,3.0,,2.0,,,,HIDDEN,SAN RAFAEL,CA,94901.0,,,HIDDEN,HIDDEN,7.0,1,,2.0,1.0,1,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.0,110100.0,,,,,SAN RAFAEL,6.0,1.37929595,467.32715494,,,,,,,,,,,,,coleman elementary,SAN RAFAEL,94901,,,-122.5201558,37.9776119,,,,,,,,41.0,110100.0,60411101001011.0,SAN RAFAEL,6.0,SAN RAFAEL,94901,-122.531377,37.986751,60411090012006,109001,41,SAN RAFAEL,753620,,1431,,coleman elementary 94901
1503228,4,5038,21711,3,1,7,,2,1.0,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,0,,,,,1,2.0,1,3.0,,2.0,,,,HIDDEN,SAN RAFAEL,CA,94901.0,,,HIDDEN,HIDDEN,7.0,1,,2.0,1.0,1,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.0,110100.0,,,,,SAN RAFAEL,6.0,1.37929595,467.32715494,,,,,,,,,,,,,coleman elementary,SAN RAFAEL,94901,,,-122.5201544,37.9775981,,,,,,,,41.0,110100.0,60411101001011.0,SAN RAFAEL,6.0,SAN RAFAEL,94901,-122.531377,37.986751,60411090012006,109001,41,SAN RAFAEL,753620,,1431,,coleman elementary 94901
1503730,3,5043,21745,3,1,15,,2,1.0,,,,,2,2000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,0,,,,,8,0.0,1,4.0,,2.0,,,,HIDDEN,BLACKHAWK-CAMINO TASSAJARA,CA,94506.0,,,HIDDEN,HIDDEN,6.0,1,,,,1,1.0,3.0,3.0,,,,,,,,,,,,,,,,,,,,,2.0,,,,1.0,,,13.0,355112.0,,,,,DANVILLE,6.0,0.67683969,229.32392958,,,,,,,,,,,,,the athenian,BLACKHAWK-CAMINO TASSAJARA,94506,,,-121.947997,37.834632,,,,,,,,13.0,355112.0,60133551123003.0,DANVILLE,6.0,SAN RAMON,94582,-121.94268000000001,37.773996999999994,60133451082010,345108,13,SAN RAMON,485302,,1168,,the athenian 94506
1504746,4,5061,21840,3,2,9,,1,1.0,3.0,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,10,2.0,,,,0,,1,3.0,,2.0,,,,HIDDEN,SAN FRANCISCO,CA,94112.0,,,HIDDEN,HIDDEN,15.0,1,,2.0,3.0,1,1.0,9.0,3.0,,,,,,,,,,,,,,,,,,,,,2.0,,,,1.0,,,75.0,26003.0,,,,,SAN FRANCISCO,6.0,1.49784209,507.49245268,,,,,,,,,,,,,cleveland elementary,SAN FRANCISCO,94112,,,-122.4289067,37.720749299999994,,,,,,,,75.0,26003.0,60750260031009.0,SAN FRANCISCO,6.0,S SAN FRANCISCO,94080,-122.4248497,37.6584421,60816022001006,602200,81,SOUTH SAN FRANCISCO,1074500,,211,,cleveland elementary 94112
