SAMPN,PERNO,Unnamed: 0,index,RELAT,GEND,AGE,AGEB,HISP,RACE1,RACE2,RACE3,RACE4,O_RACE,NTVTY,CNTRY,LIC,USER,TRANS,TPTYP1,TPTYP2,TPTYP3,TPTYP4,TPTYP5,TPTYP6,TPTYP7,O_TPTYP,CLIP1,CLIP2,CLIP3,COMP,MET,PASSTL,FLEX,EMPLY,WKSTAT,O_WKSTAT,JOBS,WLOC,WNAME_persons,WCITY_persons,WSTAT,WZIP_persons,WXST1_persons,WXST2_persons,WXCORD_persons,WYCORD_persons,WDAYS,WDAY1,WDAY2,WDAY3,WDAY4,WDAY5,WDAY6,WDAY7,HOURS,WSCHED,COMPR,WMODE,INDUS,O_INDUS,OCCUP,O_OCCUP,WLOC2,WNAME2_persons,WCITY2_persons,WSTAT2,WZIP2_persons,WXST2_1_persons,WXST2_2_persons,WDAYS2,DISAB,DTYPE1,DTYPE2,DTYPE3,DTYPE4,DTYPE5,DTYPE6,DTYPE7,O_DTYPE,DSLIC,EDIS,TTRIP,TRNSUB,SUBAMT,SUBUNT,O_SUBUNT,WTRIP,BTRIP,STUDE,SCHOL,O_SCHOL,SLOC,SONLN,PRESCH,O_PRESCH,SNAME_persons,SCITY_persons,SSTAT,SZIP_persons,SXST1_persons,SXST2_persons,SXCORD_persons,SYCORD_persons,SMODE,EDUCA,O_EDUCA,INTRV,PROXY,CMPLG,HVLOG,PTRIPS,TOLLF,TOLLR1,TOLLR2,TOLLR3,TOLLR4,TOLLR5,TOLLR6,TOLLR7,TOLLR8,TOLLR9,TOLLR10,TOLLB1,TOLLB2,TOLLB3,TOLLB4,TOLLB5,TOLLB6,TOLLB7,TOLLB8,TOLLB9,TOLLB10,HOVL,NOGOWHY,NOGOWHY_O,InComplete,Moto_trip,WCTFIP_persons,WTRACT_persons,SCTFIP_persons,STRACT_persons,WPrimaryCity_persons,WSTFIP_persons,W2PrimaryCity_persons,W2STFIP_persons,SPrimaryCity_persons,SSTFIP_persons,PERWGT,EXPPERWGT,WNAME_lookup,WCITY_lookup,WZIP_lookup,WXST1_lookup,WXST2_lookup,WXCORD_lookup,WYCORD_lookup,WNAME2_lookup,WCITY2_lookup,WZIP2_lookup,WXST2_1_lookup,WXST2_2_lookup,SNAME_lookup,SCITY_lookup,SZIP_lookup,SXST1_lookup,SXST2_lookup,SXCORD_lookup,SYCORD_lookup,WCTFIP_lookup,WTRACT_lookup,WBLOCK,WPrimaryCity_lookup,WSTFIP_lookup,W2PrimaryCity_lookup,W2STFIP_lookup,SCTFIP_lookup,STRACT_lookup,SBLOCK,SPrimaryCity_lookup,SSTFIP_lookup,HCITY,HZIP,HXCORD,HYCORD,HBLOCK,HTRACT,HCTFIP,HPrimaryCity,parcel_id_home,parcel_id_work,zone_id_home,zone_id_work,SNAME_SZIP_loopup
1037952,2,6,42,3,1,17,,1,1.0,,,,,1,,2.0,,2.0,,,,,,,,,,,,,,2.0,2.0,2.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,7,2.0,,,,0,,1,4.0,,2.0,,,,HIDDEN,MENLO PARK,CA,94025.0,,,HIDDEN,HIDDEN,1.0,1,,1.0,,2,,0.0,,,,,,,,,,,,,,,,,,,,,,,2.0,,,2.0,,,81.0,613900.0,,,,,MENLO PARK,6.0,1.93024008,653.99569103,,,,,,,,,,,,,good side high,MENLO PARK,94025,,,-122.155951,37.461464899999996,,,,,,,,81.0,613900.0,60816139002003.0,MENLO PARK,6.0,PALO ALTO,94303,-122.138775,37.467578,60816119006001,611900,81,PALO ALTO,1195607,,333,,good side high 94025
1050385,3,33,172,3,1,14,,2,1.0,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,0,,,,,7,7.0,1,3.0,,2.0,,,,HIDDEN,BELMONT,CA,94002.0,,,HIDDEN,HIDDEN,6.0,1,,,,1,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,10.0,,,2.0,,,81.0,609000.0,,,,,BELMONT,6.0,0.50088177,169.7066205,,,,,,,,,,,,,charles armstrong,BELMONT,94002,,,-122.2837779,37.511244,,,,,,,,81.0,609000.0,60816090002005.0,BELMONT,6.0,REDWOOD CITY,94065,-122.252545,37.537021,60816103042015,610304,81,REDWOOD CITY,1257253,,311,,charles armstrong 94002
1050385,4,34,173,3,1,10,,2,1.0,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,0,,,,,7,7.0,1,3.0,,2.0,,,,HIDDEN,SAN CARLOS,CA,94070.0,,,HIDDEN,HIDDEN,6.0,1,,,,1,1.0,2.0,3.0,,,,,,,,,,,,,,,,,,,,,2.0,,,,1.0,,,81.0,609400.0,,,,,SAN CARLOS,6.0,0.50088177,169.7066205,,,,,,,,,,,,,st charles,SAN CARLOS,94070,,,-122.266181,37.495034999999994,,,,,,,,81.0,609400.0,60816094001020.0,SAN CARLOS,6.0,REDWOOD CITY,94065,-122.252545,37.537021,60816103042015,610304,81,REDWOOD CITY,1257253,,311,,st charles 94070
1051388,3,41,185,3,1,10,,2,1.0,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,14,2.0,,,,7,0.0,1,3.0,,2.0,,,,HIDDEN,SAN FRANCISCO,CA,94118.0,,,HIDDEN,HIDDEN,6.0,1,,2.0,1.0,1,1.0,2.0,3.0,,,,,,,,,,,,,,,,,,,,,2.0,,,,1.0,,,75.0,13300.0,,,,,SAN FRANCISCO,6.0,0.58982693,199.84263979,,,,,,,,,,,,,presidio hill,SAN FRANCISCO,94118,,,-122.45614180000001,37.7888162,,,,,,,,75.0,13300.0,60750133004004.0,SAN FRANCISCO,6.0,SAN FRANCISCO,94117,-122.4457731,37.76727929999999,60750171011002,17101,75,SAN FRANCISCO,913377,,89,,presidio hill 94118
1051795,3,44,193,3,1,13,,2,1.0,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,4,2.0,,,,4,0.0,1,3.0,,2.0,,,,HIDDEN,SAN FRANCISCO,CA,94129.0,,,HIDDEN,HIDDEN,6.0,1,,2.0,2.0,1,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,10.0,,,2.0,,,75.0,60100.0,,,,,SAN FRANCISCO,6.0,1.21925652,413.10328065,,,,,,,,,,,,,presidio,SAN FRANCISCO,94129,,,-122.46625719999999,37.798924,,,,,,,,75.0,60100.0,60750601001118.0,SAN FRANCISCO,6.0,SAN FRANCISCO,94122,-122.48460459999998,37.7576385,60750326021008,32602,75,SAN FRANCISCO,938197,,177,,presidio 94129
1059276,2,52,265,3,1,15,,1,1.0,,,,,2,2000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,5,2.0,,,,2,,1,4.0,,2.0,,,,HIDDEN,NOVATO,CA,94947.0,,,HIDDEN,HIDDEN,6.0,1,,2.0,1.0,1,1.0,2.0,3.0,,,,,,,,,,,,,,,,,,,,,2.0,,,,1.0,,,41.0,104101.0,,,,,NOVATO,6.0,0.08799304,29.81342677,,,,,,,,,,,,,novato high,NOVATO,94947,,,-122.573047,38.089108,,,,,,,,41.0,104101.0,60411041011001.0,NOVATO,6.0,NOVATO,94949,-122.52307490000001,38.046522100000004,60411050001015,105000,41,NOVATO,814151,,1407,,novato high 94947
1173970,3,55,5920,3,1,8,,1,1.0,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,0,,,,,7,0.0,1,3.0,,2.0,,,,HIDDEN,NOVATO,CA,94949.0,,,HIDDEN,HIDDEN,6.0,1,,2.0,2.0,1,1.0,4.0,3.0,,,,,,,,,,,,,,,,,,,,,2.0,,,,1.0,,,41.0,105000.0,,,,,NOVATO,6.0,5.06008994,1714.43803345,,,,,,,,,,,,,hamilton elementary,NOVATO,94949,,,-122.52931799999999,38.05429,,,,,,,,41.0,105000.0,60411050001013.0,NOVATO,6.0,NOVATO,94949,-122.52410139999999,38.0453287,60411050001015,105000,41,NOVATO,814151,,1407,,hamilton elementary 94949
1173970,4,56,5921,3,2,6,,1,1.0,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,0,,,,,7,1.0,1,3.0,,2.0,,,,HIDDEN,NOVATO,CA,94949.0,,,HIDDEN,HIDDEN,6.0,1,,2.0,2.0,1,1.0,4.0,3.0,,,,,,,,,,,,,,,,,,,,,2.0,,,,1.0,,,41.0,105000.0,,,,,NOVATO,6.0,5.06008994,1714.43803345,,,,,,,,,,,,,hamilton elementary,NOVATO,94949,,,-122.52931799999999,38.05429,,,,,,,,41.0,105000.0,60411050001013.0,NOVATO,6.0,NOVATO,94949,-122.52410139999999,38.0453287,60411050001015,105000,41,NOVATO,814151,,1407,,hamilton elementary 94949
1064644,3,66,335,3,1,15,,1,1.0,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,30,2.0,,,,15,4.0,1,4.0,,2.0,,,,HIDDEN,SAN BRUNO,CA,94030.0,,,HIDDEN,HIDDEN,6.0,1,,2.0,1.0,1,1.0,10.0,3.0,,,,,,,,,,,,,,,,,,,,,2.0,,,,1.0,,,81.0,603900.0,,,,,MILLBRAE,6.0,0.92619695,313.81009139,,,,,,,,,,,,,capatino high,SAN BRUNO,94030,,,-122.40688999999999,37.609992999999996,,,,,,,,81.0,603900.0,60816039002014.0,MILLBRAE,6.0,DALY CITY,94015,-122.485125,37.692202,60816012004001,601200,81,DALY CITY,1052397,,193,,capatino high 94030
1088852,3,99,430,3,1,11,,2,1.0,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,0,,,,,6,0.0,1,3.0,,2.0,,,,HIDDEN,WALNUT CREEK,CA,94598.0,,,HIDDEN,HIDDEN,1.0,1,,2.0,1.0,3,,4.0,3.0,,,,,,,,,,,,,,,,,,,,,2.0,,,,1.0,,,13.0,338301.0,,,,,WALNUT CREEK,6.0,0.57401729,194.48608614,,,,,,,,,,,,,walnut acres,WALNUT CREEK,94598,,,-122.020881,37.9181571,,,,,,,,13.0,338301.0,60133383011022.0,WALNUT CREEK,6.0,WALNUT CREEK,94598,-122.01332,37.915146,60133383011027,338301,13,WALNUT CREEK,396616,,1140,,walnut acres 94598
1088852,4,100,431,3,1,9,,2,1.0,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,0,,,,,6,0.0,1,3.0,,2.0,,,,HIDDEN,WALNUT CREEK,CA,94598.0,,,HIDDEN,HIDDEN,1.0,1,,2.0,1.0,3,,4.0,3.0,,,,,,,,,,,,,,,,,,,,,2.0,,,,1.0,,,13.0,338301.0,,,,,WALNUT CREEK,6.0,0.57401729,194.48608614,,,,,,,,,,,,,walnut acres,WALNUT CREEK,94598,,,-122.020881,37.9181571,,,,,,,,13.0,338301.0,60133383011022.0,WALNUT CREEK,6.0,WALNUT CREEK,94598,-122.01332,37.915146,60133383011027,338301,13,WALNUT CREEK,396616,,1140,,walnut acres 94598
1089378,2,102,436,3,1,8,,1,2.0,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,0,,,,,4,,1,3.0,,2.0,,,,HIDDEN,SAN LORENZO,CA,94580.0,,,HIDDEN,HIDDEN,18.0,1,,2.0,1.0,2,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,435800.0,,,,,SAN LORENZO,6.0,4.65130678,1575.93587068,,,,,,,,,,,,,del ray elementary,SAN LORENZO,94580,,,-122.1312611,37.6846495,,,,,,,,1.0,435800.0,60014358004000.0,SAN LORENZO,6.0,SAN LEANDRO,94579,-122.13688400000001,37.686076,60014336002028,433600,1,SAN LEANDRO,249282,,858,,del ray elementary 94580
1095531,3,113,499,3,2,6,,2,1.0,4.0,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,2,2.0,,,,10,12.0,1,3.0,,2.0,,,,HIDDEN,SAN FRANCISCO,CA,94107.0,,,HIDDEN,HIDDEN,7.0,1,,2.0,2.0,1,1.0,6.0,3.0,,,,,,,,,,,,,,,,,,,,,2.0,,,,1.0,,,75.0,61400.0,,,,,SAN FRANCISCO,6.0,0.7279979999999999,246.65717149,,,,,,,,,,,,,starr king,SAN FRANCISCO,94107,,,-122.39941359999999,37.7530274,,,,,,,,75.0,61400.0,60750614001002.0,SAN FRANCISCO,6.0,SAN FRANCISCO,94131,-122.42645300000001,37.741153999999995,60750218001003,21800,75,SAN FRANCISCO,1024194,,127,,starr king 94107
1119016,3,125,545,3,1,15,,2,1.0,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,20,2.0,,,,7,5.0,1,4.0,,2.0,,,,HIDDEN,PALO ALTO,CA,94301.0,,,HIDDEN,HIDDEN,2.0,1,,,,1,1.0,2.0,3.0,,,,,,,,,,,,,,,,,,,,,2.0,,,,1.0,,,85.0,511500.0,,,,,PALO ALTO,6.0,0.67590375,229.00682033,,,,,,,,,,,,,paly high,PALO ALTO,94301,,,-122.15771200000002,37.437397,,,,,,,,85.0,511500.0,60855115001000.0,PALO ALTO,6.0,PALO ALTO,94301,-122.153627,37.443377000000005,60855113012014,511301,85,PALO ALTO,1299086,,356,,paly high 94301
1119181,3,134,569,3,2,9,,2,4.0,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,0,,,,,7,0.0,1,3.0,,2.0,,,,HIDDEN,SANTA ROSA,CA,95405.0,,,HIDDEN,HIDDEN,18.0,1,,2.0,1.0,1,1.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,97.0,151504.0,,,,,SANTA ROSA,6.0,1.12037527,379.60075784,,,,,,,,,,,,,strawberry elementary,SANTA ROSA,95405,,,-122.661602,38.434153,,,,,,,,97.0,151504.0,60971515043016.0,SANTA ROSA,6.0,SANTA ROSA,95405,-122.66660800000001,38.424728,60971515026002,151502,97,SANTA ROSA,2013724,,1350,,strawberry elementary 95405
1120491,3,148,689,3,2,14,,2,1.0,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,0,,,,,2,0.0,1,3.0,,2.0,,,,HIDDEN,PORTOLA VALLEY,CA,94028.0,,,HIDDEN,HIDDEN,6.0,1,,,,1,1.0,5.0,3.0,,,,,,,,,,,,,,,,,,,,,2.0,,,,1.0,,,81.0,613200.0,,,,,PORTOLA VALLEY,6.0,0.68671976,232.67145391,,,,,,,,,,,,,corte madera,PORTOLA VALLEY,94028,,,-122.212075,37.367937,,,,,,,,81.0,613200.0,60816132003002.0,PORTOLA VALLEY,6.0,PORTOLA VALLEY,94028,-122.21751200000001,37.375244,60816132004033,613200,81,PORTOLA VALLEY,1216463,,298,,corte madera 94028
1120491,4,149,690,3,1,11,,2,1.0,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,0,,,,,3,0.0,1,3.0,,2.0,,,,HIDDEN,PORTOLA VALLEY,CA,94028.0,,,HIDDEN,HIDDEN,6.0,1,,,,1,1.0,4.0,3.0,,,,,,,,,,,,,,,,,,,,,2.0,,,,1.0,,,81.0,613200.0,,,,,PORTOLA VALLEY,6.0,0.68671976,232.67145391,,,,,,,,,,,,,corte madera,PORTOLA VALLEY,94028,,,-122.212075,37.367937,,,,,,,,81.0,613200.0,60816132003002.0,PORTOLA VALLEY,6.0,PORTOLA VALLEY,94028,-122.21751200000001,37.375244,60816132004033,613200,81,PORTOLA VALLEY,1216463,,298,,corte madera 94028
1121261,3,156,758,3,1,13,,2,1.0,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,0,,,,,0,0.0,1,3.0,,2.0,,,,HIDDEN,SAN FRANCISCO,CA,94114.0,,,HIDDEN,HIDDEN,6.0,1,,2.0,1.0,1,1.0,5.0,3.0,,,,,,,,,,,,,,,,,,,,,2.0,,,,1.0,,,75.0,20401.0,,,,,SAN FRANCISCO,6.0,0.85093161,288.30901008,,,,,,,,,,,,,rooftop alternative,SAN FRANCISCO,94114,,,-122.44465259999998,37.7578395,,,,,,,,75.0,20401.0,60750204012009.0,SAN FRANCISCO,6.0,SAN FRANCISCO,94112,-122.455193,37.709978,60750262004007,26200,75,SAN FRANCISCO,1037202,,164,,rooftop alternative 94114
1121261,4,157,759,3,1,11,,2,1.0,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,0,,,,,1,0.0,1,3.0,,2.0,,,,HIDDEN,SAN FRANCISCO,CA,94114.0,,,HIDDEN,HIDDEN,6.0,1,,2.0,1.0,1,1.0,5.0,3.0,,,,,,,,,,,,,,,,,,,,,2.0,,,,1.0,,,75.0,20401.0,,,,,SAN FRANCISCO,6.0,0.85093161,288.30901008,,,,,,,,,,,,,rooftop alternative,SAN FRANCISCO,94114,,,-122.44465259999998,37.7578395,,,,,,,,75.0,20401.0,60750204012009.0,SAN FRANCISCO,6.0,SAN FRANCISCO,94112,-122.455193,37.709978,60750262004007,26200,75,SAN FRANCISCO,1037202,,164,,rooftop alternative 94114
1121851,3,173,824,3,2,9,,2,99.0,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,0,,,,,7,0.0,1,3.0,,2.0,,,,HIDDEN,SUNNYVALE,CA,94087.0,,,HIDDEN,HIDDEN,1.0,1,,,,1,1.0,2.0,3.0,,,,,,,,,,,,,,,,,,,,,2.0,,,,1.0,,,85.0,508404.0,,,,,SUNNYVALE,6.0,0.77160117,261.43061038,,,,,,,,,,,,,cumberland elementary,SUNNYVALE,94087,,,-122.04319199999999,37.367075,,,,,,,,85.0,508404.0,60855084042009.0,SUNNYVALE,6.0,SUNNYVALE,94087,-122.048148,37.362722,60855084043009,508404,85,SUNNYVALE,1349020,,451,,cumberland elementary 94087
1121851,4,174,825,3,1,7,,2,99.0,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,0,,,,,7,0.0,1,3.0,,2.0,,,,HIDDEN,SUNNYVALE,CA,94087.0,,,HIDDEN,HIDDEN,1.0,1,,,,1,1.0,2.0,3.0,,,,,,,,,,,,,,,,,,,,,2.0,,,,1.0,,,85.0,508404.0,,,,,SUNNYVALE,6.0,0.77160117,261.43061038,,,,,,,,,,,,,cumberland elementary,SUNNYVALE,94087,,,-122.04319199999999,37.367075,,,,,,,,85.0,508404.0,60855084042009.0,SUNNYVALE,6.0,SUNNYVALE,94087,-122.048148,37.362722,60855084043009,508404,85,SUNNYVALE,1349020,,451,,cumberland elementary 94087
1122037,4,182,847,3,2,16,,1,97.0,,,,HISPANIC,1,,2.0,,2.0,,,,,,,,,,,,,,2.0,2.0,2.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4.0,,,,,,,,2.0,2.0,0,,,,,5,5.0,1,4.0,,2.0,,,,HIDDEN,SAN JOSE,CA,95123.0,,,HIDDEN,HIDDEN,2.0,1,,,,1,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,2.0,,,2.0,,,85.0,512023.0,,,,,SAN JOSE,6.0,1.5258288999999998,516.97482349,,,,,,,,,,,,,oak grove high,SAN JOSE,95123,,,-121.81897040000001,37.2537224,,,,,,,,85.0,512023.0,60855120232005.0,SAN JOSE,6.0,SAN JOSE,95111,-121.80066399999998,37.258146999999994,60855120431000,512043,85,SAN JOSE,1665183,,669,,oak grove high 95123
1122037,5,183,848,3,2,11,,1,97.0,,,,HISPANIC,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,0,,,,,6,5.0,1,3.0,,2.0,,,,HIDDEN,SAN JOSE,CA,95111.0,,,HIDDEN,HIDDEN,6.0,1,,,,1,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,2.0,,,2.0,,,85.0,512043.0,,,,,SAN JOSE,6.0,1.5258288999999998,516.97482349,,,,,,,,,,,,,edenvale elementary,SAN JOSE,95111,,,-121.802921,37.261571,,,,,,,,85.0,512043.0,60855120432012.0,SAN JOSE,6.0,SAN JOSE,95111,-121.80066399999998,37.258146999999994,60855120431000,512043,85,SAN JOSE,1665183,,669,,edenvale elementary 95111
1482078,3,186,19835,3,1,7,,2,4.0,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,0,,,,,0,2.0,1,3.0,,2.0,,,,HIDDEN,SAN JOSE,CA,95123.0,,,HIDDEN,HIDDEN,6.0,1,,,,1,1.0,2.0,3.0,,,,,,,,,,,,,,,,,,,,,2.0,,,,1.0,,,85.0,512029.0,,,,,SAN JOSE,6.0,1.85897682,629.85057569,,,,,,,,,,,,,alex anderson elementary,SAN JOSE,95123,,,-121.81204270000002,37.246761299999996,,,,,,,,85.0,512029.0,60855120294001.0,SAN JOSE,6.0,SAN JOSE,95111,-121.80066399999998,37.258146999999994,60855120431000,512043,85,SAN JOSE,1665183,,669,,alex anderson elementary 95123
1122248,2,194,871,3,1,18,,2,2.0,,,,,1,,2.0,,1.0,1.0,,,,,,,,2.0,7.0,,,,2.0,2.0,2.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,15,1.0,1200.0,4.0,,14,0.0,1,4.0,,2.0,,,,HIDDEN,HAYWARD,CA,94545.0,,,HIDDEN,HIDDEN,16.0,1,,1.0,,1,2.0,10.0,3.0,,,,,,,,,,,,,,,,,,,,,2.0,,,,1.0,,,1.0,438400.0,,,,,HAYWARD,6.0,0.94309029,319.53382131,,,,,,,,,,,,,"mount eden high, chibot college",HAYWARD,94545,,,-122.09058429999999,37.6253517,,,,,,,,1.0,438400.0,60014384001004.0,HAYWARD,6.0,SAN FRANCISCO,94124,-122.413648,37.791026,60750119011000,11901,75,SAN FRANCISCO,893897,,29,,"mount eden high, chibot college 94545"
1124585,2,231,1088,3,1,17,,1,97.0,,,,HISPANIC,1,,2.0,,2.0,,,,,,,,,,,,,,2.0,2.0,2.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,5,2.0,,,,5,0.0,1,4.0,,2.0,,,,HIDDEN,GILROY,CA,95020.0,,,HIDDEN,HIDDEN,23.0,1,,1.0,,1,1.0,6.0,3.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,,,85.0,512509.0,,,,,GILROY,6.0,1.18978298,403.11718226,,,,,,,,,,,,,gilroy high,GILROY,95020,,,-121.576131,36.995787,,,,,,,,85.0,512509.0,60855125091016.0,GILROY,6.0,GILROY,95020,-121.56389399999999,37.009212,60855126031002,512603,85,GILROY,1723751,,707,,gilroy high 95020
1124647,3,234,1092,3,2,13,,2,1.0,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,0,,,,,0,1.0,1,3.0,,2.0,,,,HIDDEN,SUNNYVALE,CA,94087.0,,,HIDDEN,HIDDEN,6.0,1,,2.0,1.0,1,1.0,5.0,3.0,,,,,,,,,,,,,,,,,,,,,2.0,,,,1.0,,,85.0,508301.0,,,,,SUNNYVALE,6.0,0.66360461,224.83967906,,,,,,,,,,,,,cupertino middle,SUNNYVALE,94087,,,-122.0591428,37.3392533,,,,,,,,85.0,508301.0,60855083012008.0,SUNNYVALE,6.0,SUNNYVALE,94087,-122.02235,37.343952,60855082033000,508203,85,SUNNYVALE,1440849,,457,,cupertino middle 94087
1124769,3,237,1107,3,2,16,,2,2.0,,,,,1,,2.0,,2.0,,,,,,,,,,,,,,2.0,2.0,2.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,0,,,,,7,,1,4.0,,2.0,,,,HIDDEN,SAN RAMON,CA,94583.0,,,HIDDEN,HIDDEN,6.0,1,,1.0,,1,1.0,3.0,3.0,,,,,,,,,,,,,,,,,,,,,2.0,,,,1.0,,,13.0,345102.0,,,,,SAN RAMON,6.0,1.56812081,531.30398691,,,,,,,,,,,,,california high,SAN RAMON,94583,,,-121.9468205,37.7449946,,,,,,,,13.0,345102.0,60133451023007.0,SAN RAMON,6.0,SAN RAMON,94583,-121.94114099999999,37.73512,60133451012001,345101,13,SAN RAMON,590862,,1172,,california high 94583
1124769,4,238,1108,3,1,14,,2,2.0,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,0,,,,,7,,1,3.0,,2.0,,,,HIDDEN,SAN RAMON,CA,94583.0,,,HIDDEN,HIDDEN,1.0,1,,2.0,3.0,1,1.0,5.0,3.0,,,,,,,,,,,,,,,,,,,,,2.0,,,,1.0,,,13.0,345101.0,,,,,SAN RAMON,6.0,1.56812081,531.30398691,,,,,,,,,,,,,pine valley middle,SAN RAMON,94583,,,-121.942334,37.737815000000005,,,,,,,,13.0,345101.0,60133451012000.0,SAN RAMON,6.0,SAN RAMON,94583,-121.94114099999999,37.73512,60133451012001,345101,13,SAN RAMON,590862,,1172,,pine valley middle 94583
1124769,5,239,1109,3,1,9,,2,2.0,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,0,,,,,0,,1,3.0,,2.0,,,,HIDDEN,DUBLIN,CA,94568.0,,,HIDDEN,HIDDEN,6.0,1,,2.0,3.0,1,1.0,6.0,3.0,,,,,,,,,,,,,,,,,,,,,2.0,,,,1.0,,,1.0,450400.0,,,,,DUBLIN,6.0,1.56812081,531.30398691,,,,,,,,,,,,,saint phillip lutheran,DUBLIN,94568,,,-121.93736399999999,37.723512899999996,,,,,,,,1.0,450400.0,60014504001022.0,DUBLIN,6.0,SAN RAMON,94583,-121.94114099999999,37.73512,60133451012001,345101,13,SAN RAMON,590862,,1172,,saint phillip lutheran 94568
